source_date,original_source,vessel_name,imo,ircs,mmsi,national_registry,vessel_flag_alpha3,sprfmo_vessel_id,vessel_type,gear_type_fao,length_metric_type,length_value,length_unit,gross_tonnage_value,gross_tonnage_unit,gross_register_tonnage_value,gross_register_tonnage_unit,moulded_depth_value,moulded_depth_unit,beam_value,beam_unit,engine_power_value,engine_power_unit,fish_hold_volume_value,fish_hold_volume_unit,build_year,build_location,build_country_id,authorization_status,auth_start_date,auth_end_date,flag_registered_date,authorizing_country_id,participant_group,previous_names,previous_flag,port_registry
2025-08-26,SPRFMO,ZHEPUYUANLENG7,8693190.0,BZV8S,,(ZHE)CHUANDENG (JI)(2022)FT-200216,CHN,,FO,99.9,length_loa,90.55,METER,2998.0,,2998.0,,8.6,METER,14.5,METER,2206.0,KW,4630.0,CUBIC_METER,,Ningbo,,AUTHORIZED,2023-02-03,2028-03-31,2019-04-24,CHN,,HAI LI LENG 7,CHN,ZHOUSHAN
2025-08-26,SPRFMO,LU RONG YUAN YU 688,8775883.0,BCFG8,,(LU)CHUANDENG(JI)(2024)FT-200046,CHN,,LP,09.1,length_loa,70.87,METER,1654.0,,1654.0,,7.3,METER,11.6,METER,2205.0,KW,2119.9,CUBIC_METER,,SHANDONG RONGCHENG,,AUTHORIZED,2024-12-27,2029-03-30,2017-04-01,CHN,,,,SHIDAO
2025-08-26,SPRFMO,LU RONG YUAN YU 698,8775895.0,BCFG9,,(LU)CHUANDENG(JI)(2019)FT-200139,CHN,,LP,09.1,length_loa,70.87,METER,1654.0,,,,7.3,METER,11.6,METER,2205.0,KW,2119.9,CUBIC_METER,,SHANDONG RONGCHENG,,UNAUTHORIZED,2017-04-01,2023-05-31,2017-04-01,CHN,,,,SHIDAO
2025-08-26,SPRFMO,HU SHUN YU 06,8774774.0,BZU2M,,(HU)CHUAN  DENG (JI)(2018)FT-200013,CHN,,LP,09.1,length_loa,65.1,METER,1253.0,,1253.0,,6.85,METER,10.8,METER,1324.0,KW,1199.15,CUBIC_METER,,ZHOU SHAN,,UNAUTHORIZED,2017-04-01,2024-03-24,2017-04-01,CHN,,,,SHANG HAI
2025-08-26,SPRFMO,HU SHUN YU 07,8774786.0,BZU3M,,(HU)CHUAN  DENG (JI)(2018)FT-200014,CHN,,LP,09.1,length_loa,65.1,METER,1253.0,,1253.0,,6.85,METER,10.8,METER,1324.0,KW,1199.15,CUBIC_METER,,ZHOU SHAN,,UNAUTHORIZED,2017-04-01,2024-03-24,2017-04-01,CHN,,,,SHANG HAI
2025-08-26,SPRFMO,HU SHUN YU 08,8774798.0,BZU4M,,(HU)CHUAN  DENG (JI)(2018)FT-200015,CHN,,LP,09.1,length_loa,65.1,METER,1253.0,,1253.0,,6.85,METER,10.8,METER,1324.0,KW,1199.15,CUBIC_METER,,ZHOU SHAN,,UNAUTHORIZED,2017-04-01,2024-03-24,2017-04-01,CHN,,,,SHANG HAI
2025-08-26,SPRFMO,MINGXIANG977,8784420.0,BVSK7,,(ZHE)CHUANDENG(JI) (2024)FT-200258,CHN,,LO,09.1,length_loa,67.68,METER,1497.0,,,,7.0,METER,11.3,METER,2100.0,KW,1888.0,CUBIC_METER,,Shandong  Rongcheng,,AUTHORIZED,2024-11-27,2029-03-28,2017-04-01,CHN,,FU YUAN YU 7880,,ZHOUSHAN
2025-08-26,SPRFMO,MINGXIANG966,8784418.0,BVSL7,,(ZHE)CHUANDENG(JI) (2024)FT-200257,CHN,,LO,09.1,length_loa,67.68,METER,1497.0,,1497.0,,7.0,METER,11.3,METER,2100.0,KW,1888.0,CUBIC_METER,,Shandong  Rongcheng,,AUTHORIZED,2024-11-27,2029-03-30,2017-04-01,CHN,,FU YUAN YU 7881,,ZHOU SHAN
2025-08-26,SPRFMO,HUA LI 8,8779774.0,BZU7N,,(ZHE)CHUANDENG(JI)(2024)FT-200016,CHN,,LP,09.1,length_loa,65.02,METER,1275.0,,1275.0,,6.95,METER,10.6,METER,1800.0,KW,1544.0,CUBIC_METER,,ZHOU SHAN,,AUTHORIZED,2023-05-24,2029-03-30,2015-01-06,CHN,,,,ZHOUSHAN
2025-08-26,SPRFMO,LU HUANG YUAN YU 105,9717448.0,BZTE2,,(LU)CHUANDENG(JI)(2023)FT-200083,CHN,,LP,09.1,length_loa,70.87,METER,1655.0,,1655.0,,7.3,METER,11.6,METER,2100.0,KW,1638.15,CUBIC_METER,,Shidao Shandong,,AUTHORIZED,2024-04-26,2028-03-30,2024-04-26,CHN,,,,HUANG DAO
2025-08-26,SPRFMO,LU HUANG YUAN YU 106,9717450.0,BZTE3,,(LU)CHUANDENG(JI)(2023)FT-200086,CHN,,LO,09.1,length_loa,70.87,METER,1655.0,,1655.0,,7.3,METER,11.6,METER,2100.0,KW,1638.15,CUBIC_METER,,Shidao Shandong,,AUTHORIZED,2016-05-06,2028-03-30,2016-04-01,CHN,,,,HUANG DAO
2025-08-26,SPRFMO,LU HUANG YUAN YU 107,9717462.0,BZTE4,,(LU)CHUANDENG(JI)(2023)FT-200074,CHN,,LP,09.1,length_loa,70.87,METER,1655.0,,1655.0,,7.3,METER,11.6,METER,2100.0,KW,1638.15,CUBIC_METER,,Shidao Shandong,,AUTHORIZED,2016-05-06,2028-03-30,2016-04-01,CHN,,,,HUANG DAO
2025-08-26,SPRFMO,LU HUANG YUAN YU 108,9717474.0,BZTE5,,(LU)CHUANDENG(JI)(2023)FT-200085,CHN,,LP,09.1,length_loa,70.87,METER,1655.0,,1655.0,,7.3,METER,11.6,METER,2100.0,KW,1638.15,CUBIC_METER,,Shidao Shandong,,AUTHORIZED,2016-05-06,2029-03-30,2016-04-01,CHN,,,,HUANG DAO
2025-08-26,SPRFMO,LU HUANG YUAN YU 115,9752929.0,BZTE6,,(LU)CHUANDENG(JI)(2023)FT-200084,CHN,,LP,09.1,length_loa,70.87,METER,1655.0,,1655.0,,7.3,METER,11.6,METER,2100.0,KW,1638.15,CUBIC_METER,,Shidao Shandong,,UNAUTHORIZED,2024-05-10,2024-07-22,2017-04-01,CHN,,,,HUANG DAO
2025-08-26,SPRFMO,LU HUANG YUAN YU 116,9752931.0,BZTE7,,(LU)CHUANDENG(JI)(2023)FT-200075,CHN,,LP,09.1,length_loa,70.87,METER,1655.0,,1655.0,,7.3,METER,11.6,METER,2100.0,KW,1638.15,CUBIC_METER,,Shidao Shandong,,UNAUTHORIZED,2024-05-10,2024-07-22,2017-04-01,CHN,,,,HUANG DAO
2025-08-26,SPRFMO,LU HUANG YUAN YU 117,8685478.0,BZTE8,,(LU)CHUANDENG(JI)(2024)FT-200053,CHN,,LP,09.1,length_loa,70.87,METER,1655.0,,1655.0,,7.3,METER,11.6,METER,2100.0,KW,1638.15,CUBIC_METER,,Shidao Shandong,,UNAUTHORIZED,2024-05-10,2024-07-22,2017-04-01,CHN,,,,HUANG DAO
2025-08-26,SPRFMO,LU HUANG YUAN YU 118,9769556.0,BZTE9,,(LU)CHUANDENG(JI)(2024)FT-200045,CHN,,LP,09.1,length_loa,70.87,METER,1655.0,,1655.0,,7.3,METER,11.6,METER,2100.0,KW,1638.15,CUBIC_METER,,Shidao Shandong,,UNAUTHORIZED,2024-05-10,2024-07-22,2017-04-01,CHN,,,,HUANG DAO
2025-08-26,SPRFMO,LU RONG YUAN YU 808,8775247.0,BZSV8,,(LU)CHUANDENG(JI)(2021)FT-200076,CHN,,LP,09.1,length_loa,67.68,METER,1497.0,,,,7.0,METER,11.3,METER,2100.0,KW,1888.4,CUBIC_METER,,RONGCHENG,,UNAUTHORIZED,2017-05-15,2025-03-31,2017-04-01,CHN,,,,SHIDAO
2025-08-26,SPRFMO,LU RONG YUAN YU 809,8775845.0,BZSV9,,(LU)CHUAN DENG(JI)(2022)FT-200139,CHN,,LP,09.1,length_loa,67.68,METER,1497.0,,1497.0,,7.0,METER,11.3,METER,2100.0,KW,1888.4,CUBIC_METER,,RONGCHENG,,UNAUTHORIZED,2017-05-15,2025-03-31,2017-04-01,CHN,,,,SHIDAO
2025-08-26,SPRFMO,LU RONG YUAN YU YUN001,8786478.0,BZSU,,(LU)CHUANDENG(JI)(2023)FT-200135,CHN,,FO,99.9,length_loa,89.95,METER,2700.0,,2700.0,,8.0,METER,13.6,METER,2100.0,KW,5795.97,CUBIC_METER,,shidao/china,,AUTHORIZED,2023-09-14,2028-04-01,2018-11-05,CHN,,,,SHIDAO
2025-08-26,SPRFMO,TAI XIANG,9005625.0,BAPI,,030002000561,CHN,,FO,99.9,length_loa,84.03,METER,1950.0,,,,13.0,METER,7.5,METER,1471.0,KW,2585.0,CUBIC_METER,,JAPAN,JPN,UNAUTHORIZED,2015-04-28,2024-07-17,2014-12-01,CHN,,,,DALIAN
2025-08-26,SPRFMO,SU YUAN YU 9,8782836.0,BZU9K,,(SU)CHUANDENG(JI)(2024)FT-200006,CHN,,LP,09.1,length_loa,59.67,METER,949.0,,,,6.2,METER,9.8,METER,882.0,KW,815.93,CUBIC_METER,,NINGBO,,AUTHORIZED,2024-06-11,2029-03-30,2024-06-12,CHN,,,,NAN TONG
2025-08-26,SPRFMO,GREEN TOLEDO,9015785.0,D5IJ6,,384-15-NYC,LBR,,FO,99.9,length_loa,119.55,METER,5617.0,,,,10.25,METER,18.6,METER,5295.0,KW,8852.0,CUBIC_METER,,Japan,JPN,UNAUTHORIZED,2019-03-18,2019-09-13,2019-03-18,LBR,,KAMISHIMA; JAPAN STAR,BHS,Monrovia
2025-08-26,SPRFMO,SAN TONGARIRO,9149914.0,ZMA3180,,63320,NZL,,TO,03.19,length_loa,32.0,METER,498.0,,,,6.35,METER,10.0,METER,151.0,KW,105.0,CUBIC_METER,,"Navia Austurias, Spain",,UNAUTHORIZED,2021-05-31,2022-04-30,2021-05-26,NZL,,,,Auckland
2025-08-26,SPRFMO,SEIN FRONTIER,9051789.0,D7AX,,JJR-161027,KOR,,FO,99.9,length_loa,126.0,METER,6082.0,,6082.0,,10.3,METER,19.0,METER,6355.0,KW,9809.0,CUBIC_METER,,Japan,JPN,AUTHORIZED,2022-01-11,2027-01-10,2022-01-11,KOR,,CAPE BREEZE;  CAPE BELLE,LBR,"JEJU, KOREA"
2025-08-26,SPRFMO,TAGANROGSKIY ZALIV,9017276.0,3FFY5,,46823-PEXT-2,PAN,,FO,99.9,length_loa,150.3,METER,,,10629.0,,13.25,METER,22.6,METER,11400.0,KW,504724.0,CUBIC_METER,,POLAND,POL,UNAUTHORIZED,2017-05-11,2019-04-18,2017-04-18,PAN,,CHILE STAR; CRYSTAL REEFER,,PANAMA
2025-08-26,SPRFMO,URUGUAY REEFER,9017264.0,3FNJ,,47043-15,PAN,,FO,99.9,length_loa,150.3,METER,,,10629.0,,13.25,METER,22.6,METER,11400.0,KW,504724.0,CUBIC_METER,,POLAND,POL,UNAUTHORIZED,2017-05-11,2018-04-15,2017-04-15,PAN,,URUGUAY STAR,,PANAMA
2025-08-26,SPRFMO,HAI FENG 648,8710132.0,3EHA6,,17668-88-H,PAN,,FO,99.9,length_loa,117.31,METER,4939.0,,3026.0,,9.85,METER,17.85,METER,4633.64,KW,7746.0,CUBIC_METER,,JAPAN,JPN,UNAUTHORIZED,2021-04-19,2022-04-19,2021-04-19,PAN,,KAI FU,,PANAMA
2025-08-26,SPRFMO,HONG RUN 16,8776904.0,BZV6S,,(ZHE)CHUAN DENG (JI)(2024)FT-200176,CHN,,LP,09.1,length_loa,44.98,METER,542.0,,,,4.0,METER,8.0,METER,750.0,KW,420.19,CUBIC_METER,,"Ningbo,China",,AUTHORIZED,2015-05-27,2026-03-31,2015-04-13,CHN,,,,Zhou Shan
2025-08-26,SPRFMO,CORINTHIAN BAY,9188960.0,VJN4779,,O510,AUS,,LL,09.32,length_loa,54.58,METER,,,1155.0,,7.1,METER,10.0,METER,1200.0,KW,745.0,CUBIC_METER,,Norway,NOR,UNAUTHORIZED,2019-01-01,2022-11-23,2019-01-01,AUS,,SELJEVAER,NOR,Fremantle
2025-08-26,SPRFMO,NING TAI 66,8778512.0,BZV5T,,(ZHE)CHUAN  DENG (JI)(2024)FT-200293,CHN,,LP,09.1,length_loa,50.1,METER,655.0,,655.0,,4.0,METER,8.2,METER,993.0,KW,652.62,CUBIC_METER,,ZHOU SHAN,,AUTHORIZED,2022-12-08,2026-03-30,2015-05-11,CHN,,,,ZHOU SHAN
2025-08-26,SPRFMO,NING TAI 68,8779097.0,BZV9N,,（ZHE）CHUAN DENG(JI)(2018)FT-200031,CHN,,LP,09.1,length_loa,38.7,METER,300.0,,,,3.8,METER,7.6,METER,541.0,KW,246.31,CUBIC_METER,,jiangsu,,UNAUTHORIZED,2018-05-02,2022-08-01,2018-05-02,CHN,,,,ZHOU SHAN
2025-08-26,SPRFMO,NING TAI 89,8778691.0,BZV6T,,(ZHE) CHUAN  DENG (JI)(2024)FT-200294,CHN,,LP,09.1,length_loa,50.1,METER,653.0,,,,4.0,METER,8.0,METER,993.0,KW,568.24,CUBIC_METER,,ZHOUSHAN HETAI SHIPBUILDING CO; LTD,,AUTHORIZED,2016-03-01,2026-03-30,2015-05-11,CHN,,,,ZHOU SHAN
2025-08-26,SPRFMO,GREEN CONCORDIA,9011038.0,D5IV3,,559-15-NYC,LBR,,FO,99.9,length_loa,119.55,METER,5617.0,,,,10.25,METER,18.6,METER,5295.0,KW,,CUBIC_METER,,Japan,JPN,UNAUTHORIZED,2019-04-18,2019-09-26,2019-04-17,LBR,,,NOR,Monrovia
2025-08-26,SPRFMO,MING ZHOU 622,8774944.0,BZV1U,,(ZHE)CHUAN  DENG (JI)(2023)FT-200158,CHN,,LP,09.1,length_loa,44.98,METER,552.0,,,,4.0,METER,8.0,METER,993.0,KW,396.7,CUBIC_METER,,ningbo/china,,AUTHORIZED,2018-04-01,2028-03-30,2018-04-01,CHN,,,,ZhouShan
2025-08-26,SPRFMO,NOVA STELLA,8517358.0,D5IW5,,466-15-NYC,LBR,,FO,99.9,length_loa,145.55,METER,6579.0,,,,10.5,METER,18.7,METER,6150.0,KW,,CUBIC_METER,,Japan,JPN,UNAUTHORIZED,2016-07-09,2016-11-03,2016-06-03,LBR,,Tama Star,BHS,Monrovia
2025-08-26,SPRFMO,SIERRA LARA,9120205.0,PCOZ,244820009,,NLD,,FO,99.9,length_loa,117.27,METER,5100.0,,,,9.74,METER,17.5,METER,4902.0,KW,11320.0,CUBIC_METER,,Spain,ESP,UNAUTHORIZED,2016-01-01,2016-12-31,2016-01-01,,EUROPEAN UNION,,MLT,Groningen
2025-08-26,SPRFMO,B. SKY,9381627.0,3E8350,,56276-25,PAN,,HOX,99.9,length_rgl,98.12,METER,4029.0,,4029.0,,8.6,METER,16.6,METER,3000.0,KW,0.001,CUBIC_METER,,"QINGDAO, CHINA",,AUTHORIZED,2025-03-30,2027-03-13,2025-03-20,PAN,,,VUT,PANAMA
2025-08-26,SPRFMO,ZHOU YU 901,8775156.0,BZU7C,,(ZHE)CHUANDENG(JI)(2024)FT-200135,CHN,,LO,09.1,length_loa,44.9,METER,586.0,,,,5.8,METER,8.6,METER,882.0,KW,370.64,CUBIC_METER,,Ningbo/China,,AUTHORIZED,2024-07-23,2029-03-30,2017-07-21,CHN,,,,ZhouShan
2025-08-26,SPRFMO,ZHOU YU 902,8775168.0,BZU8C,,(ZHE)CHUANDENG(JI)(2024)FT-200136,CHN,,LO,09.1,length_loa,44.9,METER,586.0,,,,5.8,METER,8.6,METER,882.0,KW,370.64,CUBIC_METER,,Ningbo/China,,AUTHORIZED,2024-07-23,2029-03-30,2017-07-21,CHN,,,,ZhouShan
2025-08-26,SPRFMO,ALEKSANDR KOSAREV,8607153.0,UBXS,,0275,RUS,,01.2.3 - Trawlers - Stern Trawlers - Factory,03.29,length_loa,120.47,METER,7765.0,,,,12.22,METER,19.0,METER,5760.0,KW,4333.5,CUBIC_METER,,"Germany, Stralsund",,UNAUTHORIZED,2019-02-01,2019-12-31,2019-01-17,RUS,,,,MURMANSK
2025-08-26,SPRFMO,HAI FENG 618,9035084.0,YJTA3,,2712,VUT,,FO,99.9,length_rgl,138.0,METER,7800.0,,7800.0,,13.0,METER,21.2,METER,7060.0,KW,13302.88,CUBIC_METER,,JAPAN,JPN,UNAUTHORIZED,2023-05-08,2025-01-06,2023-04-26,VUT,,HAI FENG 618,PAN,PORT VILA
2025-08-26,SPRFMO,HAI FENG 628,8317356.0,3FEO6,,42533-11,PAN,,FO,99.9,length_loa,145.58,METER,6268.0,,6268.0,,10.5,METER,17.8,METER,5995.0,KW,8846.9,CUBIC_METER,,JAPAN,JPN,UNAUTHORIZED,2017-06-24,2018-05-10,2011-04-05,PAN,,EW SNOWDON,LBR,PANAMA
2025-08-26,SPRFMO,STAR MARINER,8613920.0,3EVC7,,39925-PEXT-6,PAN,,FO,99.9,length_rgl,110.2,METER,4986.0,,4986.0,,10.0,METER,17.8,METER,5295.0,KW,7303.0,CUBIC_METER,,JAPAN,JPN,UNAUTHORIZED,2021-06-12,2021-10-21,2021-06-12,PAN,,COOK STAR; HAI FENG 638,,PANAMA
2025-08-26,SPRFMO,HAI FENG 658,8710209.0,YJXQ8,,2701,VUT,,FO,99.9,length_rgl,117.31,METER,4939.0,,4939.0,,9.85,METER,17.8,METER,5150.0,KW,7432.93,CUBIC_METER,,JAPAN,JPN,UNAUTHORIZED,2023-02-28,2024-08-23,2023-02-15,VUT,,HAI FENG 658,PAN,PORT VILA
2025-08-26,SPRFMO,HAI FENG 668,8800236.0,YJXQ9,,2702,VUT,,FO,99.9,length_loa,117.31,METER,4970.0,,4970.0,,9.85,METER,17.8,METER,5150.0,KW,7682.48,CUBIC_METER,,JAPAN,JPN,UNAUTHORIZED,2023-02-28,2025-01-06,2023-02-15,VUT,,HAI FENG 668,PAN,PORT VILA
2025-08-26,SPRFMO,HAI FENG 688,9016985.0,YJXQ2,,2696,VUT,,FO,99.9,length_loa,152.94,METER,12413.0,,12413.0,,13.6,METER,22.2,METER,7600.0,KW,13326.0,CUBIC_METER,,GERMANY,DEU,AUTHORIZED,2023-02-03,2026-01-26,2023-01-27,VUT,,HAI FENG 688,PAN,PORT VILA
2025-08-26,SPRFMO,HAI FENG 698,8422711.0,3FSJ2,,47003-15-CH,PAN,,FO,99.9,length_rgl,144.33,METER,12398.0,,12398.0,,13.6,METER,22.2,METER,7600.0,KW,21754.0,CUBIC_METER,,ALEMANIA,,UNAUTHORIZED,2021-01-13,2022-12-07,2021-01-13,PAN,,KOMETA,RUS,PANAMA
2025-08-26,SPRFMO,HAI GONG YOU 303,9031507.0,3EVX5,,43140-11-E,PAN,,HOX,99.9,length_rgl,104.0,METER,4989.0,,4989.0,,9.56,METER,18.8,METER,3655.4,KW,0.0001,CUBIC_METER,,JAPAN,JPN,AUTHORIZED,2025-01-16,2027-01-20,2024-01-24,PAN,,EMERALD PARK,GBR,PANAMA
2025-08-26,SPRFMO,HAI GONG YOU 306,9150614.0,5LFV4,,1108-23-NYC,LBR,,HO,99.9,length_loa,144.5,METER,11375.0,,,,12.4,METER,23.0,METER,5820.0,KW,,CUBIC_METER,,SPAIN,ESP,AUTHORIZED,2025-03-09,2026-03-31,2024-04-15,LBR,,HAI GONG YOU 306,PAN,Monrovia
2025-08-26,SPRFMO,ASIAN COSMOS,9172698.0,3FLM8,,25635-98-D,PAN,,FO,99.9,length_loa,120.98,METER,6971.0,,6971.0,,12.8,METER,19.5,METER,7060.78,KW,10585.6,CUBIC_METER,,JAPAN,JPN,UNAUTHORIZED,2016-12-03,2017-12-03,2016-12-03,PAN,,ASIAN CHERRY,,PANAMA
2025-08-26,SPRFMO,MING XIANG 857,8776045.0,BZV8U,,(ZHE)CHUAN DENG(JI)(2025)FT-200005,CHN,,LP,09.1,length_loa,51.43,METER,709.0,,,,6.3,METER,8.2,METER,1000.0,KW,635.24,CUBIC_METER,,zhou shan,,AUTHORIZED,2017-05-26,2026-03-31,2015-08-04,CHN,,,,ZhouShan
2025-08-26,SPRFMO,OCEAN EXPLORER,,VMQ8729,,FWFP,AUS,,LL,09.31,length_loa,22.0,METER,,,85.0,,2.2,METER,6.15,METER,,KW,,CUBIC_METER,,Fremantle,,UNAUTHORIZED,2016-01-01,2016-12-12,2016-01-01,AUS,,,,Mooloolaba
2025-08-26,SPRFMO,CHANG TAI 810,8775443.0,BZV1X,,(ZHE)CHUAN DENG(JI)(2025)FT-200035,CHN,,LO,09.1,length_loa,44.96,METER,477.0,,,,4.0,METER,8.0,METER,750.0,KW,379.0,CUBIC_METER,,zhoushan/china,,AUTHORIZED,2025-04-15,2029-03-30,2018-04-01,CHN,,,,ZHOU SHAN
2025-08-26,SPRFMO,CHANG TAI 811,8775455.0,BZV2X,,(ZHE)CHUAN DENG(JI)(2025)FT-200036,CHN,,LO,09.1,length_loa,44.96,METER,477.0,,,,4.0,METER,8.0,METER,750.0,KW,379.0,CUBIC_METER,,zhoushan/china,,AUTHORIZED,2025-04-15,2029-03-30,2018-04-01,CHN,,,,ZHOU SHAN
2025-08-26,SPRFMO,SOLAR NO.101,8656312.0,BI2171,,CT7-0171,TWN,,07.9.0 - Liners - Liners nei,09.1,length_loa,64.8,METER,890.0,,,,4.2,METER,10.0,METER,1342.0,KW,1244.0,CUBIC_METER,,Kaohsiung,,UNAUTHORIZED,2022-01-02,2022-11-25,2022-01-02,TWN,,,,Kaohsiung
2025-08-26,SPRFMO,YONG DAH MING,8947149.0,BI2221,,CT7-0221,TWN,,07.9.0 - Liners - Liners nei,09.1,length_loa,60.75,METER,875.0,,,,4.05,METER,9.4,METER,1176.0,KW,1358.0,CUBIC_METER,,Kaohsiung,,UNAUTHORIZED,2019-01-01,2019-12-31,2019-01-01,TWN,,,,Kaohsiung
2025-08-26,SPRFMO,TAH YUAN NO.11,8655605.0,BI2210,,CT7-0210,TWN,,07.9.0 - Liners - Liners nei,09.1,length_loa,62.5,METER,888.64,,,,4.35,METER,9.6,METER,834.0,KW,1096.0,CUBIC_METER,,Kaohsiung,,UNAUTHORIZED,2022-01-02,2022-12-31,2022-01-02,TWN,,FU YUAN NO.7,,Kaohsiung
2025-08-26,SPRFMO,JEN NAN,,BI2219,,CT7-0219,TWN,,07.9.0 - Liners - Liners nei,09.1,length_lbp,52.4,METER,798.01,,,,4.2,METER,9.5,METER,1194.0,KW,1229.41,CUBIC_METER,,Kaohsiung,,UNAUTHORIZED,2015-09-18,2015-12-31,,TWN,,,,Kaohsiung
2025-08-26,SPRFMO,MING MAN,8676661.0,BL2198,,CT8-0198,TWN,,07.9.0 - Liners - Liners nei,09.1,length_loa,66.7,METER,1071.0,,,,4.5,METER,10.0,METER,1618.0,KW,1115.03,CUBIC_METER,,Kaohsiung,,UNAUTHORIZED,2023-12-22,2024-12-30,2024-01-01,TWN,,SHUENN MAN NO.3,,Kaohsiung
2025-08-26,SPRFMO,ZHONG FU HAO 111,8907888.0,HO4706,,53112-PEXT,PAN,,FO,99.9,length_rgl,140.44,METER,9070.0,,9070.0,,12.8,METER,20.6,METER,6765.0,KW,14026.53,CUBIC_METER,,Japan,JPN,UNAUTHORIZED,2022-10-22,2023-01-01,2022-10-22,PAN,,HUMBOLDT BAY,LBR,PAN
2025-08-26,SPRFMO,MEITA MARU,9071583.0,HOHM,,51717-20-A,PAN,,FO,99.9,length_rgl,98.38,METER,3802.0,,3802.0,,9.45,METER,15.7,METER,2942.0,KW,4069.97,CUBIC_METER,,Japan,JPN,UNAUTHORIZED,2022-07-08,2023-12-21,2020-09-25,PAN,,,LBR,PANAMA
2025-08-26,SPRFMO,NING TAI 85,8778677.0,BZV9W,,(ZHE)CHUAN  DENG (JI)(2020)FT-200101,CHN,,LP,09.1,length_loa,50.1,METER,650.0,,650.0,,4.0,METER,8.2,METER,993.0,KW,494.76,CUBIC_METER,,ZHOU SHAN,,AUTHORIZED,2015-10-15,2026-03-31,2015-08-31,CHN,,,,ZHOU SHAN
2025-08-26,SPRFMO,HAI FENG 678,9016961.0,YJXQ3,,2697,VUT,,FO,99.9,length_loa,152.87,METER,12413.0,,12413.0,,13.6,METER,22.2,METER,7700.0,KW,13326.0,CUBIC_METER,,GERMANY,DEU,AUTHORIZED,2023-02-03,2026-01-19,2023-01-20,VUT,,HAI FENG 678,PAN,PORT VILA
2025-08-26,SPRFMO,CHIKUMA,9666493.0,3EGV3,,52265-21-A,PAN,,FO,99.9,length_loa,127.81,METER,6558.0,,6558.0,,10.3,METER,20.2,METER,4550.0,KW,8044.56,CUBIC_METER,,Japan,JPN,UNAUTHORIZED,2023-04-11,2025-04-13,2021-04-24,PAN,,,LBR,Monrovia
2025-08-26,SPRFMO,PACIFIC CHALLENGER,7824132.0,ZMA2644,,2059,NZL,,TO,03,length_loa,29.0,METER,233.0,,,,2.9,METER,8.02,METER,745.0,KW,396.0,CUBIC_METER,,"Shimonoseki, Japan",,UNAUTHORIZED,2016-07-08,2017-04-30,2016-06-09,NZL,,SAN MANAKAU; ABERDEEN STAR,AUS,Picton
2025-08-26,SPRFMO,GENTA MARU,9620384.0,H3EQ,,50329-19-A,PAN,,FO,99.9,length_loa,91.16,METER,3989.0,,3989.0,,9.9,METER,16.8,METER,2998.0,KW,4780.72,CUBIC_METER,,"YAHATAHAMA,JAPAN",,UNAUTHORIZED,2025-04-05,2025-04-30,2025-04-04,PAN,,KAILASH,LBR,PANAMA
2025-08-26,SPRFMO,SEA STAR V,8914221.0,3EYI5,,48330-16-A,PAN,,FO,99.9,length_loa,110.84,METER,4574.0,,4574.0,,9.95,METER,16.4,METER,4118.34,KW,6610.0,CUBIC_METER,,Japan,JPN,UNAUTHORIZED,2021-06-14,2022-06-14,2021-06-14,PAN,,Polestar; SEA STAR,LBR,PANAMA
2025-08-26,SPRFMO,WATER PHOENIX,9045168.0,3E3523,,55738-PEXT-F-2,PAN,,FO,99.9,length_loa,125.01,METER,7303.0,,7303.0,,10.17,METER,20.8,METER,6760.0,KW,4544.0,CUBIC_METER,,Japan,JPN,UNAUTHORIZED,2024-01-25,2025-02-02,2024-02-04,PAN,,WATER PHOENIX,CUW,PAN
2025-08-26,SPRFMO,SIERRA LAUREL,9163403.0,PJBQ,,2018-C-2111,CUW,,FO,99.9,length_loa,108.5,METER,5100.0,,,,9.74,METER,17.5,METER,4900.0,KW,2925.0,CUBIC_METER,,SPAIN,ESP,UNAUTHORIZED,2022-01-01,2022-10-04,2022-01-01,CUW,,,LBR,Curacao
2025-08-26,SPRFMO,NING TAI 59,8778548.0,BZV7X,,(ZHE)CHUAN  DENG (JI)(2020)FT-200116,CHN,,LP,09.1,length_loa,50.1,METER,611.0,,611.0,,4.0,METER,8.2,METER,993.0,KW,652.62,CUBIC_METER,,ZHOU SHAN,,UNAUTHORIZED,2015-12-08,2022-01-10,2015-10-29,CHN,,,,ZHOU SHAN
2025-08-26,SPRFMO,NING TAI 71,8778536.0,BZV8W,,(ZHE)CHUAN  DENG (JI)(2020)FT-200115,CHN,,LP,09.1,length_loa,50.1,METER,611.0,,611.0,,4.0,METER,8.2,METER,993.0,KW,652.62,CUBIC_METER,,ZHOU SHAN,,AUTHORIZED,2017-02-14,2026-03-31,2015-10-29,CHN,,,,ZHOU SHAN
2025-08-26,SPRFMO,VICTORIA-A,9140097.0,HPLJ,,50858-KJ,PAN,,FO,99.9,length_loa,86.09,METER,2717.0,,,,8.6,METER,14.5,METER,1471.0,KW,4279.39,CUBIC_METER,,Japan,JPN,UNAUTHORIZED,2018-12-26,2019-11-20,2018-11-20,PAN,,VICTORIA II,LBR,PANAMA
