"CCSBT Registration Number","Vessel Group","Vessel Name","Previous Vessel Name",Flag,"Authorising Entity",Callsign,"Vessel Registration Number",IMO,Tonnage,"Vessel Type","Gear Type",Length,"Length Type","Owner Name","Owner Address","Owner Country","Operator Name","Operator Address","Operator Country","Onboard Freezing Capacity","Authorisation Start Date","Authorisation End Date"
FV2188,Fishing,NICOLE',,"New Zealand","New Zealand",ZMV7555,15929,,6.00,MULTI,UNCL,11.4,LOA,"ALEXANDER KEITH AITKEN","PO BOX 84 LEIGH 947","New Zealand","ALEXANDER KEITH AITKEN","PO BOX 84 LEIGH 947","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV4803,Fishing,"NESSIE J",,"New Zealand","New Zealand",ZMT5805,900954,,34.00,"Other liners","TROL,MWT,UNCL",13.3,LOA,"LEON WARREN LAWRENCE","PO BOX 124 KAWHIA 3843","New Zealand","LEON WARREN LAWRENCE","PO BOX 124 KAWHIA 3843","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV3529,Fishing,NORA,,"New Zealand","New Zealand",ZMZ3349,900435,,12.00,"Other liners","HAND,UNCL",11.9,LOA,"IAN RAYMOND STEED","79 VALLEY ROAD MOUNT MAUNGANUI 3116","New Zealand","IAN RAYMOND STEED","79 VALLEY ROAD MOUNT MAUNGANUI 3116","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV3469,Fishing,NIMBUS,,"New Zealand","New Zealand",ZM2057,8790,,27.82,MULTI,UNCL,14.2,LOA,"VENTURE FV LIMITED","PO BOX 15 ;PORT CHALMERS DUNEDIN 9054","New Zealand","VENTURE FV LIMITED","PO BOX 15 ;PORT CHALMERS DUNEDIN 9054","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2681,Fishing,"O.R. 1",,"New Zealand","New Zealand",,63495,,1.00,MULTI,UNCL,5.3,LOA,"MATTHEW NICHOLAS HOLL","18 LONG STREET RAGLAN 3225","New Zealand","MATTHEW NICHOLAS HOLL","18 LONG STREET RAGLAN 3225","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV3980,Fishing,NIMBUS,,"New Zealand","New Zealand",ZM4632,9357,,26.95,"Other liners","TROL,UNCL",14.41,LOA,"PATRICK MAURICE CHAPLIN, JO-ANN CHAPLIN","69 TIMPERLEY ROAD RD 4 WHANGAREI 174","New Zealand","PATRICK MAURICE CHAPLIN, JO-ANN CHAPLIN","69 TIMPERLEY ROAD RD 4 WHANGAREI 174","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV4427,Fishing,NICO,,"New Zealand","New Zealand",,900887,,0.35,"Gill netters",GILL,4.5,LOA,"PETER ALLAN THORBURN, GAIL ANNE THORBURN","41 BUCHANAN ROAD RD 1 NGATEA 3597","New Zealand","PETER ALLAN THORBURN, GAIL ANNE THORBURN","41 BUCHANAN ROAD RD 1 NGATEA 3597","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV3280,Fishing,NELLA,,"New Zealand","New Zealand",ZM2147,7302,,35.00,"Other liners","LL,TROL,UNCL",16.16,LOA,"ANCOL LIMITED","716B TAHUROA ROAD RD 1 MORRINSVILLE 3371","New Zealand","ANCOL LIMITED","716B TAHUROA ROAD RD 1 MORRINSVILLE 3371","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV6760,Fishing,NED,,"New Zealand","New Zealand",,901416,,2.00,"Other liners","LL,GILL",5.9,LOA,"NED KELLY FISHERIES LTD","PO BOX 58953 BOTANY MANUKAU 2163","New Zealand","NED KELLY FISHERIES LTD","PO BOX 58953 BOTANY MANUKAU 2163","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV6886,Fishing,"NATURALISTE II",,"New Zealand","New Zealand",ZMU9243,901288,,15.00,MULTI,"GILL,UNCL",14.03,LOA,"ANDERSON FISHING COMPANY LIMITED","1411 COAST ROAD KARITANE 9471","New Zealand","ANDERSON FISHING COMPANY LIMITED","1411 COAST ROAD KARITANE 9471","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2576,Fishing,"NATALIE J",,"New Zealand","New Zealand",ZM2691,62755,,22.00,"Other liners","TROL,UNCL",14.7,LOA,"GEOFFREY ALLAN THOMPSON","26 WASTNEY TERRACE MARYBANK NELSON 7010","New Zealand","GEOFFREY ALLAN THOMPSON","26 WASTNEY TERRACE MARYBANK NELSON 7010","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2674,Fishing,"NAIAD 4.8",,"New Zealand","New Zealand",,63482,,0.30,MULTI,UNCL,4.8,LOA,"ROSS CHARLES NEWTON","21 IRVINE ROAD THE COVE DUNEDIN 9077","New Zealand","ROSS CHARLES NEWTON","21 IRVINE ROAD THE COVE DUNEDIN 9077","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV6761,Fishing,"N W DE-GREY",,"New Zealand","New Zealand",ZMG3014,901235,,80.00,"Other liners","LL,TROL,UNCL",19.5,LOA,"STANLEY RONALD GEARY","PO BOX 14 MIDDLEMARCH 9067","New Zealand","STANLEY RONALD GEARY","PO BOX 14 MIDDLEMARCH 9067","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2450,Fishing,"NANCY GLEN II",,"New Zealand","New Zealand",ZMV3238,44695,,35.00,Trawler,MWT,11.9,LOA,"GWEN B FISHING LIMITED","7 LAWRENCE ROAD HOSPITAL HILL NAPIER 4110","New Zealand","GWEN B FISHING LIMITED","7 LAWRENCE ROAD HOSPITAL HILL NAPIER 4110","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2587,Fishing,NEMESIS,,"New Zealand","New Zealand",ZMV3835,62852,,8.00,MULTI,UNCL,12,LOA,"SERENE FISHING 2021 LIMITED","59 SHEARWATER DRIVE KAIKOURA 7300","New Zealand","SERENE FISHING 2021 LIMITED","59 SHEARWATER DRIVE KAIKOURA 7300","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV3184,Fishing,NAVIGATOR,,"New Zealand","New Zealand",ZMZ3274,64016,,9.00,MULTI,UNCL,12.5,LOA,"BERNARD CHARLES HARMON","32 KOURA BAY DRIVE RD 1 KAIKOURA 7271","New Zealand","BERNARD CHARLES HARMON","32 KOURA BAY DRIVE RD 1 KAIKOURA 7271","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV6869,Fishing,NEMO,,"New Zealand","New Zealand",,901119,,0.26,"Gill netters",GILL,4.9,LOA,"DANIEL JOHN LOVELL","149 LAMB ROAD KAITAIA 484","New Zealand","DANIEL JOHN LOVELL","149 LAMB ROAD KAITAIA 484","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV6919,Fishing,NATELLY-C,,"New Zealand","New Zealand",ZM7500,901407,,21.00,"Other liners","TROL,UNCL",15.8,LOA,"S F NYHON FISHING LIMITED","19 LILICO LANE SPRINGVALE 9393","New Zealand","S F NYHON FISHING LIMITED","19 LILICO LANE SPRINGVALE 9393","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2164,Fishing,NEREUS,"CHRISTMAS CREEK","New Zealand","New Zealand",ZM2494,15738,8126317,149.00,Trawler,MWT,23.7,LOA,"AURIC STAR FISHING LIMITED","PO BOX 12028 AHURIRI NAPIER 4144","New Zealand","AURIC STAR FISHING LIMITED","PO BOX 12028 AHURIRI NAPIER 4144","New Zealand",Yes,"01 Jan 2025","31 Dec 2025"
FV3351,Fishing,"MISS STEWART ISLAND",,"New Zealand","New Zealand",ZM5792,8137,,17.90,"Other liners","HAND,UNCL",12.26,LOA,"WHITECAPS FISHING COMPANY LIMITED","PO BOX 67 OBAN STEWART ISLAND 9846","New Zealand","WHITECAPS FISHING COMPANY LIMITED","PO BOX 67 OBAN STEWART ISLAND 9846","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV3520,Fishing,"MOON SHADOW II","MOON SHADOW","New Zealand","New Zealand",ZMQ7563,900408,8532097,165.00,"Other liners","LL,TROL",25.4,LOA,"WESTFLEET FISHING LTD","PO BOX 5149 PORT NELSON NELSON 7043","New Zealand","WESTFLEET FISHING LTD","PO BOX 5149 PORT NELSON NELSON 7043","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV4235,Fishing,MUNIDA,,"New Zealand","New Zealand",ZMYC,900802,,31.00,"Other liners","TROL,MWT",15.11,LOA,"HARTS FISHING LIMITED","24 WILKES STREET RICHMOND 7020","New Zealand","HARTS FISHING LIMITED","24 WILKES STREET RICHMOND 7020","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV6762,Fishing,MISTRESS,,"New Zealand","New Zealand",ZMW8418,901455,,2.50,"Other liners","LL,TROL,UNCL",8.3,LOA,"JEFFERY MATTI HILL","38 ATKINSON ROAD RD 1 NEW PLYMOUTH 4371","New Zealand","JEFFERY MATTI HILL","38 ATKINSON ROAD RD 1 NEW PLYMOUTH 4371","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV4076,Fishing,MOONWALKER,,"New Zealand","New Zealand",ZM6195,9320,,23.00,"Other liners","LL,TROL,UNCL",12.05,LOA,"WAYNE BERNARD CORBIN","84 MILTON STREET RIVERTON SOUTH RIVERTON 9822","New Zealand","WAYNE BERNARD CORBIN","84 MILTON STREET RIVERTON SOUTH RIVERTON 9822","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2714,Fishing,"MOUNTAIN MAN 11",,"New Zealand","New Zealand",,63642,,0.50,"Gill netters","GILL,UNCL",5.5,LOA,"COLIN FRANCIS HARRISON, PETER GORDON HARRISON, VICTOR ALAN HARRISON","C/- COLIN HARRISON 22 RUAWAI WHARF ROAD RUAWAI 530","New Zealand","COLIN FRANCIS HARRISON, PETER GORDON HARRISON, VICTOR ALAN HARRISON","C/- COLIN HARRISON 22 RUAWAI WHARF ROAD RUAWAI 530","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2662,Fishing,MYSTIQUE,,"New Zealand","New Zealand",ZMQ9199,63405,,6.00,"Other liners","LL,GILL,UNCL",12,LOA,"DAVID ALISTAIR WOOD","7 HUMBER STREET ISLAND BAY WELLINGTON 6023","New Zealand","DAVID ALISTAIR WOOD","7 HUMBER STREET ISLAND BAY WELLINGTON 6023","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2639,Fishing,"MORNING DANCE",,"New Zealand","New Zealand",ZMV6741,63238,,7.00,Trawler,"MWT,UNCL",11.9,LOA,"MORNING DANCE FISH COMPANY LIMITED","9 PARATA AVENUE RD 1 WAIKOUAITI 9471","New Zealand","MORNING DANCE FISH COMPANY LIMITED","9 PARATA AVENUE RD 1 WAIKOUAITI 9471","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2772,Fishing,"MOLLY HAWKE 2",,"New Zealand","New Zealand",,63884,,0.20,MULTI,UNCL,4.3,LOA,"IAIN FRASER MITCHELL","157 WITHY ROAD RD 3 WHAKATANE 3193","New Zealand","IAIN FRASER MITCHELL","157 WITHY ROAD RD 3 WHAKATANE 3193","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2150,Fishing,MOATA,,"New Zealand","New Zealand",ZM2323,1552,,20.00,"Other liners",TROL,14.56,LOA,"AJ BUILDING AND MAINTENANCE LTD","25 HUNGERFORD ROAD LYALL BAY WELLINGTON 6022","New Zealand","AJ BUILDING AND MAINTENANCE LTD","25 HUNGERFORD ROAD LYALL BAY WELLINGTON 6022","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV3220,Fishing,MOTUARA,,"New Zealand","New Zealand",ZMA3669,66167,,27.00,MULTI,UNCL,12.3,LOA,"DRUCE WILLIAM NILSEN","49 WOODFIELD STREET RD 4 INVERCARGILL 9874","New Zealand","DRUCE WILLIAM NILSEN","49 WOODFIELD STREET RD 4 INVERCARGILL 9874","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV6791,Fishing,MYSTIFY,,"New Zealand","New Zealand",ZME2171,901301,,20.00,"Other liners","LL,UNCL",16.75,LOA,"SUDANKAT LIMITED","PO BOX 1734 INVERCARGILL 9840","New Zealand","SUDANKAT LIMITED","PO BOX 1734 INVERCARGILL 9840","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2507,Fishing,MEDEA,,"New Zealand","New Zealand",ZMA4402,56187,8542406,40.00,"Other liners","LL,TROL,UNCL",18.1,LOA,"SPLASHZONE LIMITED","PO BOX 477 MASTERTON 5840","New Zealand","SPLASHZONE LIMITED","PO BOX 477 MASTERTON 5840","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2591,Fishing,MAVERICK,MAVERICK,"New Zealand","New Zealand",ZM2542,62876,,27.00,"Other liners","TROL,UNCL",15.16,LOA,"DAVID TREVOR WILLIAMS, DEBBIE WAIHOAKA WILLIAMS","96 MISSION COVE COMPANY BAY DUNEDIN 9014","New Zealand","DAVID TREVOR WILLIAMS, DEBBIE WAIHOAKA WILLIAMS","96 MISSION COVE COMPANY BAY DUNEDIN 9014","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV3998,Fishing,"MISS RACHEAL",,"New Zealand","New Zealand",ZMQ6468,9498,,4.00,MULTI,UNCL,8.4,LOA,"ANTHONY ROBERT TUANUI","PO BOX 89 WAITANGI CHATHAM ISLANDS 8942","New Zealand","ANTHONY ROBERT TUANUI","PO BOX 89 WAITANGI CHATHAM ISLANDS 8942","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV6901,Fishing,MIDNIGHT,,"New Zealand","New Zealand",,901287,,0.70,"Gill netters","GILL,UNCL",5.61,LOA,"LESLIE RAYMOND ADAMS","45 SHELLY BEACH ROAD RD 1 HELENSVILLE 874","New Zealand","LESLIE RAYMOND ADAMS","45 SHELLY BEACH ROAD RD 1 HELENSVILLE 874","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2524,Fishing,MATAI,,"New Zealand","New Zealand",ZM2734,5893,,18.00,Trawler,MWT,12,LOA,"GAVIN CHARLES TE MAIHAROA","PO BOX 7 HAMPDEN NORTH OTAGO 9410","New Zealand","GAVIN CHARLES TE MAIHAROA","PO BOX 7 HAMPDEN NORTH OTAGO 9410","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV6863,Fishing,MATAKITAKI,,"New Zealand","New Zealand",ZMT9920,11426,,2.00,"Gill netters",GILL,9.5,LOA,"DAVID CHARLES OLSEN","77A IMMS ROAD RD 1 AWANUI 486","New Zealand","DAVID CHARLES OLSEN","77A IMMS ROAD RD 1 AWANUI 486","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV6295,Fishing,"MERIDIAN 1",,"New Zealand","New Zealand",ZMPR,62858,8838520,4407.00,Trawler,MWT,104.5,LOA,"SFC OCEAN","C/- EQUIOM (GUERNSEY) LIMITED FRANCES HOUSE SIR WILLIAM PLACE;ST PETER PORT GUERNSEY GY1 4HQ","Great Britain","SEALORD CHARTERS LIMITED","PO BOX 11 NELSON 7040","New Zealand",Yes,"01 Jan 2025","31 Dec 2025"
FV6757,Fishing,MATUKUTUKU,"BLUE HERON","New Zealand","New Zealand",,901261,,2.00,"Other liners","LL,HAND,UNCL",5.9,LOA,"COLIN GEORGE LOWE, TONI-ANNE LOWE","98 ADDISON ROAD RD 1 ONERAHI 192","New Zealand","COLIN GEORGE LOWE, TONI-ANNE LOWE","98 ADDISON ROAD RD 1 ONERAHI 192","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV6889,Fishing,MIARO,MAY,"New Zealand","New Zealand",,6633,,2.00,MULTI,"GILL,UNCL",6,LOA,"CLEM GEORGE SMITH","FISHERMANS POINT TAUMUTU RD 3 LEESTON 7683","New Zealand","CLEM GEORGE SMITH","FISHERMANS POINT TAUMUTU RD 3 LEESTON 7683","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV5986,Fishing,MIA,,"New Zealand","New Zealand",,901190,,1.00,"Gill netters","GILL,UNCL",5.99,LOA,"MURRAY WILLIAM LAMBERT","23 BENNETT STREET RD 3 WELLSFORD 973","New Zealand","MURRAY WILLIAM LAMBERT","23 BENNETT STREET RD 3 WELLSFORD 973","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV3933,Fishing,MCLACHLAN,,"New Zealand","New Zealand",ZMAR3826,9031,,30.00,MULTI,UNCL,20,LOA,"S J CAVE LIMITED","PO BOX 156 OBAN STEWART ISLAND 9846","New Zealand","S J CAVE LIMITED","PO BOX 156 OBAN STEWART ISLAND 9846","New Zealand",Yes,"01 Jan 2025","31 Dec 2025"
FV2089,Fishing,MIRO,,"New Zealand","New Zealand",,11299,,2.00,"Gill netters",GILL,5.15,LOA,"FREDRICK BERNARD WILLIAMS, HUGH HENRY WILLIAMS","PO BOX 141 RAWENE 443","New Zealand","FREDRICK BERNARD WILLIAMS, HUGH HENRY WILLIAMS","PO BOX 141 RAWENE 443","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV3302,Fishing,"MARY ANN",,"New Zealand","New Zealand",ZMZ6601,7486,,15.00,Trawler,"MWT,UNCL",11.7,LOA,"NEIL SEARLE MCDONALD, MICHELLE JANETTE TAIAROA","872 HARINGTON POINT ROAD OTAKOU DUNEDIN 9077","New Zealand","NEIL SEARLE MCDONALD, MICHELLE JANETTE TAIAROA","872 HARINGTON POINT ROAD OTAKOU DUNEDIN 9077","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV6867,Fishing,MARINER,"ROCKY SEA","New Zealand","New Zealand",ZMR572,900997,,0.70,"Gill netters",GILL,5.3,LOA,"LEON PHILLIP MIKAERE, KEVIN LEO MIKAERE, JOYCE RENA MIKAERE","18 CARLTON STREET BELLEVUE TAURANGA 3110","New Zealand","LEON PHILLIP MIKAERE, KEVIN LEO MIKAERE, JOYCE RENA MIKAERE","18 CARLTON STREET BELLEVUE TAURANGA 3110","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2182,Fishing,"MARK ONE",,"New Zealand","New Zealand",,15914,,5.00,"Gill netters",GILL,5,LOA,"DAVID ALEXANDER SALTER","5 RAUPO WHARF ROAD RD 2 RUAWAI 592","New Zealand","DAVID ALEXANDER SALTER","5 RAUPO WHARF ROAD RD 2 RUAWAI 592","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV3395,Fishing,"MARIE ANN",,"New Zealand","New Zealand",ZM2983,8283,,27.00,"Other liners","TROL,GILL,MWT,UNCL",14.11,LOA,"PURSUIT FISHING LIMITED","PO BOX 516 WESTPORT 7866","New Zealand","PURSUIT FISHING LIMITED","PO BOX 516 WESTPORT 7866","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV5347,Fishing,MARARA,,"New Zealand","New Zealand",,63915,,0.50,"Gill netters","GILL,UNCL",5.9,LOA,"RAYMOND WALTER TURNBULL","PO BOX 87 AWANUI 451","New Zealand","RAYMOND WALTER TURNBULL","PO BOX 87 AWANUI 451","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV5348,Fishing,"MARCO POLO",,"New Zealand","New Zealand",ZMT8311,901015,,26.00,MULTI,UNCL,16.6,LOA,"JACOB FISHING LIMITED","40 HAVELOCK STREET RIVERTON 9822","New Zealand","JACOB FISHING LIMITED","40 HAVELOCK STREET RIVERTON 9822","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV3385,Fishing,MAREWA,,"New Zealand","New Zealand",ZMNH,8260,,26.00,"Other liners","TROL,UNCL",16.5,LOA,"JOHNATHON PAUL MASON","PO BOX 3254 ONERAHI WHANGAREI 142","New Zealand","JOHNATHON PAUL MASON","PO BOX 3254 ONERAHI WHANGAREI 142","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2132,Fishing,"MARILEE MAC",,"New Zealand","New Zealand","ZMH 3307",15091,,18.40,"Other liners",TROL,11.85,LOA,"DENNIS PETER POWER","10 MATAI STREET DOBSON GREYMOUTH 7805","New Zealand","DENNIS PETER POWER","10 MATAI STREET DOBSON GREYMOUTH 7805","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV5723,Fishing,MANAWATOA,,"New Zealand","New Zealand",ZMW4864,901125,,12.00,MULTI,UNCL,12.7,LOA,"ALAN DICKSON LIMITED","C/- QUOTA MANAGEMENT SYSTEMS PO BOX 10123 BAYFAIR MOUNT MAUNGANUI 3152","New Zealand","ALAN DICKSON LIMITED","C/- QUOTA MANAGEMENT SYSTEMS PO BOX 10123 BAYFAIR MOUNT MAUNGANUI 3152","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV5701,Fishing,"MANA MOANA",,"New Zealand","New Zealand",ZMZ2488,62406,,4.00,MULTI,UNCL,8.2,LOA,"KIERAN JOHN EGGELING, FAY LYNETTE EGGELING","PO BOX 8 HAAST 7844","New Zealand","KIERAN JOHN EGGELING, FAY LYNETTE EGGELING","PO BOX 8 HAAST 7844","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2336,Fishing,"MARINE STAR II",,"New Zealand","New Zealand",ZM7294,4004,7226017,111.31,"Other liners",LL,23.34,LOA,"ALTAIR FISHING LIMITED","21 PACKHAM CRESCENT STOKE NELSON 7011","New Zealand","ALTAIR FISHING LIMITED","21 PACKHAM CRESCENT STOKE NELSON 7011","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV725,Fishing,"MARGARET PHILIPPA",,"New Zealand","New Zealand",ZM2912,16115,7816848,206.00,Trawler,MWT,25.85,LOA,"RMD MARINE LIMITED","119B LEVERS ROAD MATUA TAURANGA 3110","New Zealand","SANTY MARIA FISHING LIMITED","67 KENSINGTON ROAD WAIHI 3610","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV6884,Fishing,"LUCKY MADI",,"New Zealand","New Zealand",,901360,,1.00,"Gill netters","GILL,UNCL",4.6,LOA,"MATTHEW SEAN HALLOWES","PO BOX 122 PAIHIA 247","New Zealand","MATTHEW SEAN HALLOWES","PO BOX 122 PAIHIA 247","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV6013,Fishing,MAINSTREAM,,"New Zealand","New Zealand",ZMAK,62914,8729676,4407.00,Trawler,MWT,104.5,LOA,"ALTERRA LTD,","PO BOX 19554 WOOLSTON CHRISTCHURCH 8241","New Zealand","INDEPENDENT FISHERIES LIMITED","PO BOX 19554 WOOLSTON CHRISTCHURCH 8241","New Zealand",Yes,"01 Jan 2025","31 Dec 2025"
FV5750,Fishing,MAGUS,,"New Zealand","New Zealand",ZMW4843,901128,,93.00,"Other liners","LL,TROL,GILL",22.54,LOA,"DOUGLAS FISHING LIMITED","PO BOX 12122 AHURIRI NAPIER 4144","New Zealand","DOUGLAS FISHING LIMITED","PO BOX 12122 AHURIRI NAPIER 4144","New Zealand",Yes,"01 Jan 2025","31 Dec 2025"
FV3859,Fishing,MAGANE,,"New Zealand","New Zealand",ZM5429,900601,,80.00,"Other liners","TROL,MWT",19.2,LOA,"N J S FISHING LIMITED","15 TALBOT ROAD NORMANBY 7971","New Zealand","N J S FISHING LIMITED","15 TALBOT ROAD NORMANBY 7971","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV6883,Fishing,LUCKY,,"New Zealand","New Zealand",,901227,,0.20,"Gill netters","GILL,UNCL",3,LOA,"MARIO BOW JONES","67 RAURIMA AVENUE ONERAHI WHANGAREI 110","New Zealand","MARIO BOW JONES","67 RAURIMA AVENUE ONERAHI WHANGAREI 110","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2442,Fishing,LUCY-C,,"New Zealand","New Zealand",ZMV8686,44636,,2.45,MULTI,UNCL,9,LOA,"ANTONY IAN LUND","148 SOUTH BAY PARADE SOUTH BAY KAIKOURA 7300","New Zealand","ANTONY IAN LUND","148 SOUTH BAY PARADE SOUTH BAY KAIKOURA 7300","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV5928,Fishing,MAGIC,,"New Zealand","New Zealand",ZMG2746,901176,,4.00,MULTI,UNCL,9.5,LOA,"DENNIS LINDSAY BURKHART","PO BOX 255 BLENHEIM 7240","New Zealand","DENNIS LINDSAY BURKHART","PO BOX 255 BLENHEIM 7240","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV6804,Fishing,MACH1,"JET BLACK","New Zealand","New Zealand",ZMP4668,900606,,3.00,MULTI,UNCL,6.5,LOA,"MACH1 LIMITED","53 MARTIN STREET WALLACEVILLE UPPER HUTT 5018","New Zealand","DEAN STUART WILKINSON","78 TOTARA PARK DRIVE RD 8 MASTERTON 5888","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV3364,Fishing,LOYAL,,"New Zealand","New Zealand",ZM6828,8188,,23.00,MULTI,UNCL,14,LOA,"ROBERT JOSEPH WHITE","553 GORGE ROAD INVERCARGILL HIGHWAY RD 11 WAIMATUA INVERCARGILL 9877","New Zealand","ROBERT JOSEPH WHITE","553 GORGE ROAD INVERCARGILL HIGHWAY RD 11 WAIMATUA INVERCARGILL 9877","New Zealand",Yes,"01 Jan 2025","31 Dec 2025"
FV6774,Fishing,MADDALENA,,"New Zealand","New Zealand",ZMF2191,901367,,23.60,MULTI,UNCL,18,LOA,"BARRACOUTA LIMITED","PO BOX 121 OBAN STEWART ISLAND 9846","New Zealand","BARRACOUTA LIMITED","PO BOX 121 OBAN STEWART ISLAND 9846","New Zealand",Yes,"01 Jan 2025","31 Dec 2025"
FV6891,Fishing,LUCI,"LITTLE LUCIFER","New Zealand","New Zealand",,40174,,0.20,MULTI,"GILL,UNCL",4.6,LOA,"GARY GLENVILLE CHARLES WATSON","144 MAUNSELL ROAD RD5 TUAKAU 2695","New Zealand","GARY GLENVILLE CHARLES WATSON","144 MAUNSELL ROAD RD5 TUAKAU 2695","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2546,Fishing,MAKO,,"New Zealand","New Zealand",ZM8722,62088,,99.80,Trawler,MWT,23.2,LOA,"DANTÉ FISHING LIMITED","FLAT 2 4 THE CLIFFS BRITANNIA HEIGHTS NELSON 7010","New Zealand","DANTÉ FISHING LIMITED","FLAT 2 4 THE CLIFFS BRITANNIA HEIGHTS NELSON 7010","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV3200,Fishing,MAF,,"New Zealand","New Zealand",,64071,,1.00,"Gill netters",GILL,5.2,LOA,"WFB LIMITED","30 TE PURU CREEK ROAD RD 5 THAMES 3575","New Zealand","WFB LIMITED","30 TE PURU CREEK ROAD RD 5 THAMES 3575","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV2512,Fishing,"LORD NELSON",,"New Zealand","New Zealand",ZM6891,5839,,90.00,Trawler,MWT,19.8,LOA,"ARAMOANA SEAFOODS LIMITED","PO BOX 27391 MOUNT ROSKILL AUCKLAND 1440","New Zealand","ARAMOANA SEAFOODS LIMITED","PO BOX 27391 MOUNT ROSKILL AUCKLAND 1440","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV6904,Fishing,LIZ,,"New Zealand","New Zealand",,901348,,0.40,"Gill netters","GILL,UNCL",4.2,LOA,"TRENT DAVID ROBERTSON","88 BOYD ROAD RD 4 PUKEKOHE 2679","New Zealand","TRENT DAVID ROBERTSON","88 BOYD ROAD RD 4 PUKEKOHE 2679","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV6859,Fishing,"LIQUIDATOR IV",,"New Zealand","New Zealand",ZME9963,901401,,4500.00,MULTI,UNCL,9.4,LOA,"READER FISHING LIMITED","3299 STATE HIGHWAY 1 RD 1 MERIBURN;CLARENCE KAIKOURA 7371","New Zealand","READER FISHING LIMITED","3299 STATE HIGHWAY 1 RD 1 MERIBURN;CLARENCE KAIKOURA 7371","New Zealand",No,"01 Jan 2025","31 Dec 2025"
FV3263,Fishing,"LEGEND I",,"New Zealand","New Zealand",ZM3222,70860,,27.00,MULTI,UNCL,14,LOA,"ECF LIMITED","PO BOX 477 MASTERTON 5840","New Zealand","ECF LIMITED","PO BOX 477 MASTERTON 5840","New Zealand",No,"01 Jan 2025","31 Dec 2025"
