SENDER,FLAG,IRCS,NAME,IMO_NUMBER,EXT_MARK,TYPE,TONNAGE,LENGTH,POWER,AUTHORISED,SPECIES,STARTS,ENDS
RUS,RUS,UBYJ,BOREY,7720001,M0264,TO,"LC 822","OA 51","KW 1323",Yes,XDS,03-JAN-25,31-DEC-25
RUS,RUS,UEOL,GULDRANGUR,8315944,M0226,TO,"LC 1040","OA 50","KW 2005",Yes,XDS,03-JAN-25,31-DEC-25
RUS,RUS,UAFL,SAAMI,9207522,MK0547,TO,"LC 2218","OA 60","KW 4300",Yes,XDS,03-JAN-25,31-DEC-25
RUS,RUS,UAMR,KOKSHAYSK,8133413,M0100,TO,"LC 1409","OA 59","KW 1618",Yes,XDS,03-JAN-25,31-DEC-25
RUS,RUS,UBHR5,"NORD TRAL",9219771,MK0641,TO,"LC 1476","OA 57","KW 3720",Yes,XDS,03-JAN-25,31-DEC-25
RUS,RUS,UAJQ,"KAPITAN GERASHCHENKO",8604022,MK0549,TO,"LC 1635","OA 57","KW 3060",Yes,MAC,03-JAN-25,31-DEC-25
RUS,RUS,UAJQ,"KAPITAN GERASHCHENKO",8604022,MK0549,TO,"LC 1635","OA 57","KW 3060",Yes,HER,03-JAN-25,31-DEC-25
RUS,RUS,UEDV,"ZVEZDA MURMANA",7032179,M0351,TO,"LC 1467","OA 66","KW 2800",Yes,HER,03-JAN-25,31-DEC-25
RUS,RUS,UEDV,"ZVEZDA MURMANA",7032179,M0351,TO,"LC 1467","OA 66","KW 2800",Yes,MAC,03-JAN-25,31-DEC-25
RUS,RUS,UAUA,"VALERIY DZHAPARIDZE",8729690,K1864,TO,"LC 4407","OA 105","KW 5152",Yes,HER,03-JAN-25,31-DEC-25
RUS,RUS,UAUA,"VALERIY DZHAPARIDZE",8729690,K1864,TO,"LC 4407","OA 105","KW 5152",Yes,WHB,03-JAN-25,31-DEC-25
RUS,RUS,UAUA,"VALERIY DZHAPARIDZE",8729690,K1864,TO,"LC 4407","OA 105","KW 5152",Yes,REB,03-JAN-25,31-DEC-25
RUS,RUS,UAUA,"VALERIY DZHAPARIDZE",8729690,K1864,TO,"LC 4407","OA 105","KW 5152",Yes,MAC,03-JAN-25,31-DEC-25
RUS,RUS,UAUK,NIVENSKOE,8843018,K1966,TO,"LC 4407","OA 105","KW 5152",Yes,WHB,03-JAN-25,31-DEC-25
RUS,RUS,UAUK,NIVENSKOE,8843018,K1966,TO,"LC 4407","OA 105","KW 5152",Yes,REB,03-JAN-25,31-DEC-25
RUS,RUS,UAUK,NIVENSKOE,8843018,K1966,TO,"LC 4407","OA 105","KW 5152",Yes,MAC,03-JAN-25,31-DEC-25
RUS,RUS,UAUK,NIVENSKOE,8843018,K1966,TO,"LC 4407","OA 105","KW 5152",Yes,HER,03-JAN-25,31-DEC-25
RUS,RUS,UCUF,"BORIS SYROMYATNIKOV",8607414,K2184,TO,"LC 7765","OA 108","KW 8000",Yes,HER,03-JAN-25,31-DEC-25
RUS,RUS,UCUF,"BORIS SYROMYATNIKOV",8607414,K2184,TO,"LC 7765","OA 108","KW 8000",Yes,MAC,03-JAN-25,31-DEC-25
RUS,RUS,UCUF,"BORIS SYROMYATNIKOV",8607414,K2184,TO,"LC 7765","OA 108","KW 8000",Yes,WHB,03-JAN-25,31-DEC-25
RUS,RUS,UDYG,"ZAKHAR SOROKIN",8607256,KD2201,TO,"LC 7765","OA 121","KW 6000",Yes,HER,03-JAN-25,31-DEC-25
RUS,RUS,UDYG,"ZAKHAR SOROKIN",8607256,KD2201,TO,"LC 7765","OA 121","KW 6000",Yes,WHB,03-JAN-25,31-DEC-25
RUS,RUS,UDYG,"ZAKHAR SOROKIN",8607256,KD2201,TO,"LC 7765","OA 121","KW 6000",Yes,MAC,03-JAN-25,31-DEC-25
RUS,RUS,UHFP,LIRA,8607294,K2147,TO,"LC 7765","OA 121","KW 8000",Yes,WHB,03-JAN-25,31-DEC-25
RUS,RUS,UHFP,LIRA,8607294,K2147,TO,"LC 7765","OA 121","KW 8000",Yes,HER,03-JAN-25,31-DEC-25
RUS,RUS,UHFP,LIRA,8607294,K2147,TO,"LC 7765","OA 121","KW 8000",Yes,MAC,03-JAN-25,31-DEC-25
RUS,RUS,UBCI,"KURSHSKAYA KOSA",8607206,K1749,TO,"LC 7765","OA 121","KW 6000",Yes,HER,03-JAN-25,31-DEC-25
RUS,RUS,UBCI,"KURSHSKAYA KOSA",8607206,K1749,TO,"LC 7765","OA 121","KW 6000",Yes,WHB,03-JAN-25,31-DEC-25
RUS,RUS,UBCI,"KURSHSKAYA KOSA",8607206,K1749,TO,"LC 7765","OA 121","KW 6000",Yes,MAC,03-JAN-25,31-DEC-25
RUS,RUS,UHFC,KARACHAROVO,8522303,K1676,TO,"LC 1895","OA 62","KW 1766",Yes,MAC,03-JAN-25,31-DEC-25
RUS,RUS,UHFC,KARACHAROVO,8522303,K1676,TO,"LC 1895","OA 62","KW 1766",Yes,REB,03-JAN-25,31-DEC-25
RUS,RUS,UHFC,KARACHAROVO,8522303,K1676,TO,"LC 1895","OA 62","KW 1766",Yes,WHB,03-JAN-25,31-DEC-25
RUS,RUS,UHFC,KARACHAROVO,8522303,K1676,TO,"LC 1895","OA 62","KW 1766",Yes,HER,03-JAN-25,31-DEC-25
RUS,RUS,UGYL,"IOSIF SHMELKIN",8917223,K2156,TO,"LC 3981","OA 94","KW 3680",Yes,WHB,03-JAN-25,31-DEC-25
RUS,RUS,UGYL,"IOSIF SHMELKIN",8917223,K2156,TO,"LC 3981","OA 94","KW 3680",Yes,REB,03-JAN-25,31-DEC-25
RUS,RUS,UGYL,"IOSIF SHMELKIN",8917223,K2156,TO,"LC 3981","OA 94","KW 3680",Yes,HER,03-JAN-25,31-DEC-25
RUS,RUS,UGYL,"IOSIF SHMELKIN",8917223,K2156,TO,"LC 3981","OA 94","KW 3680",Yes,MAC,03-JAN-25,31-DEC-25
RUS,RUS,UDXD,OSVEYSKOYE,8415574,K2165,TO,"LC 1898","OA 62","KW 1950",Yes,WHB,03-JAN-25,31-DEC-25
RUS,RUS,UDXD,OSVEYSKOYE,8415574,K2165,TO,"LC 1898","OA 62","KW 1950",Yes,REB,03-JAN-25,31-DEC-25
RUS,RUS,UDXD,OSVEYSKOYE,8415574,K2165,TO,"LC 1898","OA 62","KW 1950",Yes,MAC,03-JAN-25,31-DEC-25
RUS,RUS,UDXD,OSVEYSKOYE,8415574,K2165,TO,"LC 1898","OA 62","KW 1950",Yes,HER,03-JAN-25,31-DEC-25
RUS,RUS,UBHP,ESTER,8908117,K2193,TO,"LC 7765","OA 121","KW 7200",Yes,WHB,03-JAN-25,31-DEC-25
RUS,RUS,UBHP,ESTER,8908117,K2193,TO,"LC 7765","OA 121","KW 7200",Yes,HER,03-JAN-25,31-DEC-25
RUS,RUS,UBHP,ESTER,8908117,K2193,TO,"LC 7765","OA 121","KW 7200",Yes,MAC,03-JAN-25,31-DEC-25
RUS,RUS,UHJR,"BALTIYSKAYA KOSA",8607268,K2190,TO,"LC 7765","OA 108","KW 7200",Yes,HER,03-JAN-25,31-DEC-25
RUS,RUS,UHJR,"BALTIYSKAYA KOSA",8607268,K2190,TO,"LC 7765","OA 108","KW 7200",Yes,WHB,03-JAN-25,31-DEC-25
RUS,RUS,UHJR,"BALTIYSKAYA KOSA",8607268,K2190,TO,"LC 7765","OA 108","KW 7200",Yes,MAC,03-JAN-25,31-DEC-25
RUS,RUS,UBQV6,"DMITRY KOZHARSKIY",9836191,KD2288,TO,"LC 3755","OA 80","KW 4640",Yes,HER,03-JAN-25,31-DEC-25
RUS,RUS,UBQV6,"DMITRY KOZHARSKIY",9836191,KD2288,TO,"LC 3755","OA 80","KW 4640",Yes,REB,03-JAN-25,31-DEC-25
RUS,RUS,UBQV6,"DMITRY KOZHARSKIY",9836191,KD2288,TO,"LC 3755","OA 80","KW 4640",Yes,WHB,03-JAN-25,31-DEC-25
RUS,RUS,UBQV6,"DMITRY KOZHARSKIY",9836191,KD2288,TO,"LC 3755","OA 80","KW 4640",Yes,MAC,03-JAN-25,31-DEC-25
RUS,RUS,UGYK,"ALEKSEY ANICHKIN",8817423,K2155,TO,"LC 3981","OA 85","KW 3680",Yes,REB,03-JAN-25,31-DEC-25
RUS,RUS,UGYK,"ALEKSEY ANICHKIN",8817423,K2155,TO,"LC 3981","OA 85","KW 3680",Yes,MAC,03-JAN-25,31-DEC-25
RUS,RUS,UGYK,"ALEKSEY ANICHKIN",8817423,K2155,TO,"LC 3981","OA 85","KW 3680",Yes,WHB,03-JAN-25,31-DEC-25
RUS,RUS,UGYK,"ALEKSEY ANICHKIN",8817423,K2155,TO,"LC 3981","OA 85","KW 3680",Yes,HER,03-JAN-25,31-DEC-25
RUS,RUS,UBXP8,"NORD WEST",8718885,MK0553,TO,"LC 1167","OA 51","KW 1840",Yes,XDS,03-JAN-25,31-DEC-25
RUS,RUS,UAWH,KARELIA,8908131,AK0749,TO,"LC 7765","OA 120","KW 5296",Yes,WHB,03-JAN-25,31-DEC-25
RUS,RUS,UAWH,KARELIA,8908131,AK0749,TO,"LC 7765","OA 120","KW 5296",Yes,HER,03-JAN-25,31-DEC-25
RUS,RUS,UAWH,KARELIA,8908131,AK0749,TO,"LC 7765","OA 120","KW 5296",Yes,MAC,03-JAN-25,31-DEC-25
RUS,RUS,UFBY,ARCTICA,8607335,AK0445,TO,"LC 7765","OA 121","KW 6600",Yes,HER,03-JAN-25,31-DEC-25
RUS,RUS,UFBY,ARCTICA,8607335,AK0445,TO,"LC 7765","OA 121","KW 6600",Yes,WHB,03-JAN-25,31-DEC-25
RUS,RUS,UFBY,ARCTICA,8607335,AK0445,TO,"LC 7765","OA 121","KW 6600",Yes,MAC,03-JAN-25,31-DEC-25
RUS,RUS,UDYN,YANTARNYY,8607232,MK0339,TO,"LC 7765","OA 121","KW 6960",Yes,WHB,03-JAN-25,31-DEC-25
RUS,RUS,UDYN,YANTARNYY,8607232,MK0339,TO,"LC 7765","OA 121","KW 6960",Yes,HER,03-JAN-25,31-DEC-25
RUS,RUS,UDYN,YANTARNYY,8607232,MK0339,TO,"LC 7765","OA 121","KW 6960",Yes,MAC,03-JAN-25,31-DEC-25
RUS,RUS,UAIX,"MARTA  ARENDSEE",8522250,MK0369,TO,"LC 1895","OA 63","KW 1950",Yes,XDS,03-JAN-25,31-DEC-25
RUS,RUS,UBPM2,PROEKT-1,9200160,MK0542,TO,"LC 707","OA 45","KW 1800",Yes,XDS,03-JAN-25,31-DEC-25
RUS,RUS,UHYS,PROEKT,8520769,M0228,TO,"LC 1146","OA 52","KW 1800",Yes,XDS,03-JAN-25,31-DEC-25
XEU,IRL,EI5953,"NORTHERN CELT",9211925,SO472,TO,"LC 190","OA 25","KW 600",Yes,HOM,01-JAN-25,31-DEC-25
XEU,IRL,EI5953,"NORTHERN CELT",9211925,SO472,TO,"LC 190","OA 25","KW 600",Yes,DGS,01-JAN-25,31-DEC-25
XEU,IRL,EI5953,"NORTHERN CELT",9211925,SO472,TO,"LC 190","OA 25","KW 600",Yes,XDS,01-JAN-25,31-DEC-25
XEU,IRL,EI6893,"PROGRESS II",8955615,SO966,TO,"LC 240","OA 24","KW 653",Yes,DGS,01-JAN-25,31-DEC-25
XEU,IRL,EI6893,"PROGRESS II",8955615,SO966,TO,"LC 240","OA 24","KW 653",Yes,HOM,01-JAN-25,31-DEC-25
XEU,IRL,EI6893,"PROGRESS II",8955615,SO966,TO,"LC 240","OA 24","KW 653",Yes,XDS,01-JAN-25,31-DEC-25
XEU,DNK,OYJW,"CATTLEYA M",9816804,E348,FX,"LC 1306","OA 50","KW 2920",Yes,CAP,01-JAN-25,31-DEC-25
XEU,NLD,PDOS,"GREENSEA BERMEO",9238703,CAR-6,,"LC 7207","OA 133","KW 5850",Yes,HER,15-AUG-25,31-DEC-25
XEU,NLD,PDOS,"GREENSEA BERMEO",9238703,CAR-6,,"LC 7207","OA 133","KW 5850",Yes,MAC,15-AUG-25,31-DEC-25
XEU,NLD,PDOS,"GREENSEA BERMEO",9238703,CAR-6,,"LC 7207","OA 133","KW 5850",Yes,WHB,15-AUG-25,31-DEC-25
XEU,NLD,PDOS,"GREENSEA BERMEO",9238703,CAR-6,,"LC 7207","OA 133","KW 5850",Yes,XDS,15-AUG-25,31-DEC-25
XEU,NLD,PDOS,"GREENSEA BERMEO",9238703,CAR-6,,"LC 7207","OA 133","KW 5850",Yes,REB,15-AUG-25,31-DEC-25
XEU,IRL,EIBA7,"BLUE HORIZON",9093854,DA77,TO,"LC 174","OA 22","KW 447",Yes,XDS,19-JUL-25,31-DEC-25
XEU,IRL,EIBA7,"BLUE HORIZON",9093854,DA77,TO,"LC 174","OA 22","KW 447",Yes,HOM,19-JUL-25,31-DEC-25
XEU,IRL,EIBA7,"BLUE HORIZON",9093854,DA77,TO,"LC 174","OA 22","KW 447",Yes,HOM,01-JAN-25,31-DEC-25
XEU,IRL,EIBA7,"BLUE HORIZON",9093854,DA77,TO,"LC 174","OA 22","KW 447",Yes,MAC,01-JAN-25,31-DEC-25
XEU,IRL,EIBA7,"BLUE HORIZON",9093854,DA77,TO,"LC 174","OA 22","KW 447",Yes,WHB,01-JAN-25,31-DEC-25
XEU,IRL,EIBA7,"BLUE HORIZON",9093854,DA77,TO,"LC 174","OA 22","KW 447",Yes,DGS,01-JAN-25,31-DEC-25
XEU,IRL,EIBA7,"BLUE HORIZON",9093854,DA77,TO,"LC 174","OA 22","KW 447",Yes,XDS,01-JAN-25,31-DEC-25
XEU,IRL,EIBA7,"BLUE HORIZON",9093854,DA77,TO,"LC 174","OA 22","KW 447",Yes,HER,01-JAN-25,31-DEC-25
XEU,IRL,EIBA7,"BLUE HORIZON",9093854,DA77,TO,"LC 174","OA 22","KW 447",Yes,MAC,19-JUL-25,31-DEC-25
XEU,LVA,YLPP,LAIMA,8606745,LVR0853,TT,"LC 1895","OA 62","KW 2160",No,,,
XEU,DEU,DFQG,"ORTEGAL TRES",7424580,HF570,LL,"LC 265","OA 32","KW 662",Yes,XDS,01-JAN-25,31-DEC-25
XEU,DNK,OVRY,THEMIS,9686596,S144,,"LC 2711","OA 70","KW 4000",Yes,WHB,03-JUN-25,31-DEC-25
XEU,DNK,OVRY,THEMIS,9686596,S144,,"LC 2711","OA 70","KW 4000",Yes,MAC,03-JUN-25,31-DEC-25
XEU,DNK,OVRY,THEMIS,9686596,S144,,"LC 2711","OA 70","KW 4000",Yes,HER,03-JUN-25,31-DEC-25
XEU,DNK,OVRY,THEMIS,9686596,S144,,"LC 2711","OA 70","KW 4000",Yes,CAP,11-JUN-25,31-DEC-25
XEU,IRL,EI5964,"REALT ARA",8965414,G897,TO,"LC 243","OA 27","KW 448",Yes,WHB,01-JAN-25,31-DEC-25
XEU,IRL,EI5964,"REALT ARA",8965414,G897,TO,"LC 243","OA 27","KW 448",Yes,MAC,01-JAN-25,31-DEC-25
XEU,IRL,EI5964,"REALT ARA",8965414,G897,TO,"LC 243","OA 27","KW 448",Yes,HOM,01-JAN-25,31-DEC-25
XEU,IRL,EI5964,"REALT ARA",8965414,G897,TO,"LC 243","OA 27","KW 448",Yes,REB,01-JAN-25,31-DEC-25
XEU,IRL,EI5964,"REALT ARA",8965414,G897,TO,"LC 243","OA 27","KW 448",Yes,XDS,01-JAN-25,31-DEC-25
XEU,IRL,EI5964,"REALT ARA",8965414,G897,TO,"LC 243","OA 27","KW 448",Yes,HER,01-JAN-25,31-DEC-25
XEU,IRL,EI5964,"REALT ARA",8965414,G897,TO,"LC 243","OA 27","KW 448",Yes,DGS,01-JAN-25,31-DEC-25
XEU,IRL,EIUN4,"SAINTE MARIE DE LA MER",9010759,S690,TO,"LC 151","OA 24","KW 447",Yes,XDS,22-MAY-25,31-DEC-25
XEU,IRL,EIUN4,"SAINTE MARIE DE LA MER",9010759,S690,TO,"LC 151","OA 24","KW 447",Yes,REB,01-JAN-25,31-DEC-25
XEU,IRL,EIUN4,"SAINTE MARIE DE LA MER",9010759,S690,TO,"LC 151","OA 24","KW 447",Yes,XDS,01-JAN-25,31-DEC-25
XEU,IRL,EIUN4,"SAINTE MARIE DE LA MER",9010759,S690,TO,"LC 151","OA 24","KW 447",Yes,MAC,01-JAN-25,31-DEC-25
XEU,IRL,EIUN4,"SAINTE MARIE DE LA MER",9010759,S690,TO,"LC 151","OA 24","KW 447",Yes,WHB,01-JAN-25,31-DEC-25
XEU,IRL,EIUN4,"SAINTE MARIE DE LA MER",9010759,S690,TO,"LC 151","OA 24","KW 447",Yes,HOM,01-JAN-25,31-DEC-25
XEU,IRL,EIUN4,"SAINTE MARIE DE LA MER",9010759,S690,TO,"LC 151","OA 24","KW 447",Yes,DGS,01-JAN-25,31-DEC-25
XEU,IRL,EIUN4,"SAINTE MARIE DE LA MER",9010759,S690,TO,"LC 151","OA 24","KW 447",Yes,HER,01-JAN-25,31-DEC-25
XEU,IRL,EIUN4,"SAINTE MARIE DE LA MER",9010759,S690,TO,"LC 151","OA 24","KW 447",Yes,DGS,22-MAY-25,31-DEC-25
XEU,SWE,SBNJ,CARMONA,9921805,GG778,FX,"LC 1197","OA 50","KW 2666",Yes,MAC,02-JAN-25,31-DEC-25
XEU,SWE,SBNJ,CARMONA,9921805,GG778,FX,"LC 1197","OA 50","KW 2666",Yes,HER,02-JAN-25,31-DEC-25
XEU,SWE,SBNJ,CARMONA,9921805,GG778,FX,"LC 1197","OA 50","KW 2666",Yes,WHB,02-JAN-25,31-DEC-25
XEU,IRL,EI2495,"FRAGRANT CLOUD",8319809,DA48,MO,"LC 172","OA 25","KW 324",Yes,DGS,01-JAN-25,31-DEC-25
XEU,IRL,EI2495,"FRAGRANT CLOUD",8319809,DA48,MO,"LC 172","OA 25","KW 324",Yes,XDS,01-JAN-25,31-DEC-25
XEU,IRL,EI2495,"FRAGRANT CLOUD",8319809,DA48,MO,"LC 172","OA 25","KW 324",Yes,HOM,01-JAN-25,31-DEC-25
XEU,LTU,LYCN,VILKAS,8505484,"KL 946",FX,"LC 3090","OA 68","KW 4920",Yes,XDS,06-FEB-25,31-DEC-25
XEU,LTU,LYCN,VILKAS,8505484,"KL 946",FX,"LC 3090","OA 68","KW 4920",Yes,REB,06-FEB-25,31-DEC-25
XEU,LTU,LYCN,VILKAS,8505484,"KL 946",FX,"LC 3090","OA 68","KW 4920",Yes,DGS,06-FEB-25,31-DEC-25
XEU,IRL,EIA3087,"SARAH DAVID",9285914,S411,TO,"LC 469","OA 37","KW 1119",No,,,
XEU,IRL,EIAS4,"OCEAN BREEZE",8577205,D96,TO,"LC 80","OA 17","KW 224",No,,,
XEU,NLD,PDCH,"WIRON 6",9249568,SCH-23,,"LC 1230","OA 56","KW 2760",Yes,HER,01-APR-25,31-DEC-25
XEU,NLD,PDCH,"WIRON 6",9249568,SCH-23,,"LC 1230","OA 56","KW 2760",Yes,HOM,01-APR-25,31-DEC-25
XEU,NLD,PDCH,"WIRON 6",9249568,SCH-23,,"LC 1230","OA 56","KW 2760",Yes,WHB,01-APR-25,31-DEC-25
XEU,NLD,PDCH,"WIRON 6",9249568,SCH-23,,"LC 1230","OA 56","KW 2760",Yes,MAC,01-APR-25,31-DEC-25
XEU,CYP,5BSM6,SALERNO,9189873,9189873,,"LC 9999","OA 145","KW 11474",Yes,XDS,22-FEB-25,31-DEC-25
XEU,CYP,5BSM6,SALERNO,9189873,9189873,,"LC 9999","OA 145","KW 11474",Yes,REB,22-FEB-25,31-DEC-25
XEU,CYP,5BSM6,SALERNO,9189873,9189873,,"LC 9999","OA 145","KW 11474",Yes,WHB,22-FEB-25,31-DEC-25
XEU,CYP,5BSM6,SALERNO,9189873,9189873,,"LC 9999","OA 145","KW 11474",Yes,HER,22-FEB-25,31-DEC-25
XEU,CYP,5BSM6,SALERNO,9189873,9189873,,"LC 9999","OA 145","KW 11474",Yes,HOM,22-FEB-25,31-DEC-25
XEU,CYP,5BSM6,SALERNO,9189873,9189873,,"LC 9999","OA 145","KW 11474",Yes,MAC,22-FEB-25,31-DEC-25
XEU,CYP,5BSM6,SALERNO,9189873,9189873,,"LC 9999","OA 145","KW 11474",Yes,DGS,22-FEB-25,31-DEC-25
XEU,CYP,5BSM6,SALERNO,9189873,9189873,,"LC 9999","OA 145","KW 11474",Yes,CAP,22-FEB-25,31-DEC-25
XEU,IRL,EIVT,MENHADEN,9189330,S135,TO,"LC 816","OA 50","KW 895",Yes,DGS,01-JAN-25,31-DEC-25
XEU,IRL,EIVT,MENHADEN,9189330,S135,TO,"LC 816","OA 50","KW 895",Yes,REB,01-JAN-25,31-DEC-25
XEU,IRL,EIVT,MENHADEN,9189330,S135,TO,"LC 816","OA 50","KW 895",Yes,HER,01-JAN-25,31-DEC-25
XEU,IRL,EIVT,MENHADEN,9189330,S135,TO,"LC 816","OA 50","KW 895",Yes,HOM,01-JAN-25,31-DEC-25
XEU,IRL,EIVT,MENHADEN,9189330,S135,TO,"LC 816","OA 50","KW 895",Yes,MAC,01-JAN-25,31-DEC-25
XEU,IRL,EIVT,MENHADEN,9189330,S135,TO,"LC 816","OA 50","KW 895",Yes,WHB,01-JAN-25,31-DEC-25
XEU,DEU,DFQH,CUXHAVEN,9782778,NC100,TTP,"LC 3969","OA 81","KW 3600",Yes,REB,01-JAN-25,31-DEC-25
XEU,DEU,DFQH,CUXHAVEN,9782778,NC100,TTP,"LC 3969","OA 81","KW 3600",Yes,XDS,01-JAN-25,31-DEC-25
XEU,DEU,DFQB,BERLIN,9969558,NC107,TTP,"LC 4345","OA 84","KW 5400",Yes,XDS,01-JAN-25,31-DEC-25
XEU,DEU,DFQB,BERLIN,9969558,NC107,TTP,"LC 4345","OA 84","KW 5400",Yes,REB,01-JAN-25,31-DEC-25
XEU,ESP,EBUO,"NOVO ALBORADA",9242027,3CO-2-5-01,TO,"LC 391","OA 39","KW 700",Yes,XDS,01-JAN-25,31-DEC-25
XEU,ESP,EBUO,"NOVO ALBORADA",9242027,3CO-2-5-01,TO,"LC 391","OA 39","KW 700",Yes,WHB,01-JAN-25,31-DEC-25
XEU,ESP,EBVE,"ANA GANDON",9249532,3VI-4-3-01,TO,"LC 1004","OA 58","KW 899",Yes,XDS,01-JAN-25,31-DEC-25
XEU,ESP,EBVE,"ANA GANDON",9249532,3VI-4-3-01,TO,"LC 1004","OA 58","KW 899",Yes,WHB,01-JAN-25,31-DEC-25
XEU,ESP,ECGP,"NUEVO MUGARDOS",9338448,3CO-2-3-04,TO,"LC 392","OA 37","KW 503",Yes,WHB,01-JAN-25,31-DEC-25
XEU,ESP,ECGP,"NUEVO MUGARDOS",9338448,3CO-2-3-04,TO,"LC 392","OA 37","KW 503",Yes,XDS,01-JAN-25,31-DEC-25
XEU,ESP,EAMI,CACHACHO,9252022,3VI-5-6-01,TO,"LC 410","OA 38","KW 599",Yes,XDS,01-JAN-25,31-DEC-25
XEU,ESP,EAMI,CACHACHO,9252022,3VI-5-6-01,TO,"LC 410","OA 38","KW 599",Yes,WHB,01-JAN-25,31-DEC-25
XEU,ESP,EADQ,"BRESO UNO",9193393,3VI-5-2-16,LL,"LC 131","OA 23","KW 261",Yes,WHB,01-JAN-25,31-DEC-25
XEU,ESP,EADQ,"BRESO UNO",9193393,3VI-5-2-16,LL,"LC 131","OA 23","KW 261",Yes,XDS,01-JAN-25,31-DEC-25
XEU,ESP,EAWC,"JUNDI�A CUARTO",9252151,3CO-2-2-17,TO,"LC 297","OA 33","KW 538",Yes,XDS,01-JAN-25,31-DEC-25
XEU,ESP,ECHZ,"RIO CAXIL",9329100,3VI-4-4-04,TO,"LC 1014","OA 51","KW 1360",Yes,XDS,01-JAN-25,31-DEC-25
XEU,ESP,EBXX,"PEIXEMAR DOS",9022879,3CO-2-1-02,TO,"LC 392","OA 39","KW 810",Yes,WHB,01-JAN-25,31-DEC-25
XEU,ESP,EBXX,"PEIXEMAR DOS",9022879,3CO-2-1-02,TO,"LC 392","OA 39","KW 810",Yes,XDS,01-JAN-25,31-DEC-25
XEU,ESP,ECHZ,"RIO CAXIL",9329100,3VI-4-4-04,TO,"LC 1014","OA 51","KW 1360",Yes,WHB,01-JAN-25,31-DEC-25
XEU,ESP,EAWC,"JUNDI�A CUARTO",9252151,3CO-2-2-17,TO,"LC 297","OA 33","KW 538",Yes,WHB,01-JAN-25,31-DEC-25
XEU,ESP,EAOW,"NUEVO CONFURCO",9156084,3VI-5-6-97,TO,"LC 340","OA 36","KW 720",Yes,XDS,01-JAN-25,31-DEC-25
XEU,ESP,EBRJ,BAQUEIRO,8733342,3VI-5-18-00,TO,"LC 332","OA 35","KW 430",Yes,WHB,01-JAN-25,31-DEC-25
XEU,ESP,EBRJ,BAQUEIRO,8733342,3VI-5-18-00,TO,"LC 332","OA 35","KW 430",Yes,XDS,01-JAN-25,31-DEC-25
XEU,ESP,EAOW,"NUEVO CONFURCO",9156084,3VI-5-6-97,TO,"LC 340","OA 36","KW 720",Yes,WHB,01-JAN-25,31-DEC-25
XEU,ESP,EACA,"ARMAVEN TRES",9144641,3VI-5-4-97,TO,"LC 301","OA 28","KW 810",Yes,WHB,01-JAN-25,31-DEC-25
XEU,ESP,EACA,"ARMAVEN TRES",9144641,3VI-5-4-97,TO,"LC 301","OA 28","KW 810",Yes,XDS,01-JAN-25,31-DEC-25
XEU,ESP,ECGO,VISPON,9098907,3CO-2-2-04,TO,"LC 277","OA 31","KW 882",Yes,XDS,01-JAN-25,31-DEC-25
XEU,ESP,ECGO,VISPON,9098907,3CO-2-2-04,TO,"LC 277","OA 31","KW 882",Yes,WHB,01-JAN-25,31-DEC-25
XEU,ESP,EAVB,"HERBADI DOS",9154476,3VI-5-2-99,TO,"LC 366","OA 37","KW 574",Yes,WHB,01-JAN-25,31-DEC-25
XEU,ESP,EAVB,"HERBADI DOS",9154476,3VI-5-2-99,TO,"LC 366","OA 37","KW 574",Yes,XDS,01-JAN-25,31-DEC-25
XEU,ESP,EAUJ,"NOVO MORRI�A",9198824,3VI-5-14-98,TO,"LC 298","OA 33","KW 719",Yes,XDS,01-JAN-25,31-DEC-25
XEU,ESP,EAQF,"CANTABRICO TRES",9362671,3VI-5-3-05,TO,"LC 352","OA 35","KW 690",Yes,WHB,01-JAN-25,31-DEC-25
XEU,ESP,EAQF,"CANTABRICO TRES",9362671,3VI-5-3-05,TO,"LC 352","OA 35","KW 690",Yes,XDS,01-JAN-25,31-DEC-25
XEU,ESP,EAUJ,"NOVO MORRI�A",9198824,3VI-5-14-98,TO,"LC 298","OA 33","KW 719",Yes,WHB,01-JAN-25,31-DEC-25
XEU,ESP,EAXR,"PESCABERBES TRES",9212591,3VI-5-2-00,TO,"LC 321","OA 35","KW 718",Yes,XDS,01-JAN-25,31-DEC-25
XEU,ESP,EAXR,"PESCABERBES TRES",9212591,3VI-5-2-00,TO,"LC 321","OA 35","KW 718",Yes,WHB,01-JAN-25,31-DEC-25
XEU,DNK,OUBL,BRISTOL,9160322,S438,FX,"LC 810","OA 48","KW 2640",Yes,HER,01-JAN-25,31-DEC-25
XEU,DNK,OUBL,BRISTOL,9160322,S438,FX,"LC 810","OA 48","KW 2640",Yes,CAP,01-JAN-25,31-DEC-25
XEU,PRT,CUEP,"CIDADE DE AMARANTE",8803537,PTAVE-113653,TTP,"LC 1661","OA 65","KW 1471",Yes,REB,06-JAN-25,31-DEC-25
XEU,ESP,ECFP,"MONTE MEIXUEIRO",9329227,3VI-5-4-04,TO,"LC 1790","OA 63","KW 2250",Yes,WHB,01-JAN-25,31-DEC-25
XEU,ESP,ECFP,"MONTE MEIXUEIRO",9329227,3VI-5-4-04,TO,"LC 1790","OA 63","KW 2250",Yes,XDS,01-JAN-25,31-DEC-25
