"NPFC Vessel_id",flag_state,vessel_name,previous_name,registration_no,"Previous Registration",port_of_registry,"Previous Port(s) of Registry",imo,previous_flag,call_sign,mmsi,communication_details,vessel_type,crew,type_of_fishing_method,type_of_length,length,unit_length,type_of_depth,depth,unit_depth,type_of_beam,beam,unit_beam_depth,tonnage,tonnage_type,power_of_engine,unit_engine,fish_hold_capacity,freezer_capacity,freezer_type,unit_freezer
369,China,"PU YUAN 898",,"(ZHE)CHUAN  DENG (JI)(2024)FT-200139",,Zhoushan,,8779803,,BZ6VK,412420467,"Satelite-based Telephony: 17498504467","Hand liner vessels (LH)",40,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",44.98,Meters,"Moulded Depth",3.80,Meters,"Moulded Breadth",8.00,Meters,498.00,"Gross Register Tonnage (GRT)",662.00,"Kilowatts (kW)",328.46m³,16,Ice,"Tons / Day"
1375,China,PUYUAN755,,"(ZHE)CHUAN  DENG (JI)(2025)FT-200001",,,,9887920,,BZUD2,412549056,17498502079,"Hand liner vessels (LH)",32,"Handlines and hand-operated pole-and-lines (LHP)","Registered Length",51.23,Meters,"Moulded Depth",4.25,Meters,"Moulded Breadth",8.50,Meters,715.00,"Gross Register Tonnage (GRT)",1000.00,"Kilowatts (kW)",642.24m³,,,
1376,China,PUYUAN775,,(ZHE)CHUANDENG(JI)(2022)FT-200047,,,,9886689,,BZVE6,412549036,"Satelite-based telephony  17498503273  Ｃ：441204094","Hand liner vessels (LH)",31,"Handlines and hand-operated pole-and-lines (LHP)","Registered Length",54.06,Meters,"Moulded Depth",4.20,Meters,"Moulded Breadth",8.50,Meters,725.00,"Gross Register Tonnage (GRT)",1000.00,"Kilowatts (kW)",671.91m³,,,
408,China,PUYUAN802,,(ZHE)CHUANDENG(JI)(2023)FT-200124,,Zhoushan,,8779932,,BZ1VA,412420276,"Satelite-based Telephony: 17498503752    441218964","Hand liner vessels (LH)",40,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",44.98,Meters,"Moulded Depth",3.80,Meters,"Moulded Breadth",8.00,Meters,477.00,"Gross Register Tonnage (GRT)",735.00,"Kilowatts (kW)",301.00m³,26,Ice,"Tons / Day"
797,China,PUYUAN818,,"(ZHE)CHUAN DENG(JI)(2024)FT-200011",,Zhoushan,,8776174,,BZ9VA,412420249,"Satelite-based Telephony: 17498504348","Hand liner vessels (LH)",38,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",44.98,Meters,"Moulded Depth",3.80,Meters,"Moulded Breadth",8.00,Meters,482.00,"Gross Register Tonnage (GRT)",882.00,"Kilowatts (kW)",482.00m³,,,
437,China,PUYUAN835,,(ZHE)CHUANDENG(JI)(2020)FT-200129,,Zhoushan,,8776215,,BZ6VO,412420537,"Satelite-based Telephony: 17498500362","Hand liner vessels (LH)",40,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",44.98,Meters,"Moulded Depth",3.80,Meters,"Moulded Breadth",8.00,Meters,496.00,"Gross Register Tonnage (GRT)",735.00,"Kilowatts (kW)",330.00m³,8.5,Ice,"Tons / Day"
1967,China,PUYUAN86,,(ZHE)CHUANDENG(JI)(2024)FT-200260,,Zhoushan,,1096135,,BZ2UP,412420114,"F: FELCOM 18/1  Satelite-based telephony  telephone: 01083478282","Hand liner vessels (LH)",37,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",49.50,Meters,,4.30,Meters,"Moulded Breadth",8.50,Meters,676.00,"Gross Register Tonnage (GRT)",1000.00,"Kilowatts (kW)",680.34m³,,,
1565,China,PUYUAN886,,"(ZHE)CHUAN  DENG (JI)(2024)FT-200295",,Zhoushan,,8780307,,BZ3VP,412420465,17453458413,"Hand liner vessels (LH)",40,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",44.98,Meters,"Moulded Depth",3.80,Meters,"Moulded Breadth",8.00,Meters,496.00,"Gross Register Tonnage (GRT)",662.00,"Kilowatts (kW)",328.46m³,,,
1071,China,"RONG YUAN YU 168",,"(LU)CHUAN DENG (JI)(2022)FT-200138",,Shidao,,8794451,,BBKF2,412328791,"C: 441219639  Satelite-based Telephony: 17498504425","Hand liner vessels (LH)",24,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",43.23,Meters,,4.20,Meters,"Moulded Breadth",8.00,Meters,403.00,"Gross Register Tonnage (GRT)",960.00,"Kilowatts (kW)",662.48m³,12,Ice,"Tons / Day"
836,China,"RONG YUAN YU 169",,(LU)CHUANDENG(JI)(2022)FT-200079,,Shidao,,8774712,,BBKF3,412328789,"C: 412328798  Satelite-based Telephony: 17498504482","Hand liner vessels (LH)",24,"Handlines and hand-operated pole-and-lines (LHP)","Registered Length",43.23,Meters,,4.20,Meters,"Moulded Breadth",8.00,Meters,403.00,"Gross Register Tonnage (GRT)",960.00,"Kilowatts (kW)",662.48m³,4.2,Ice,"Tons / Day"
447,China,"RONG ZHOU",,"(ZHE)CHUAN  DENG (JI)(2025)FT-200030",,Zhoushan,,8307260,,BZ5VD,412420331,"C: 441217899  F: 870773120295  Satelite-based Telephony: 17498504791","FISH CARRIERS AND REEFERS (FO)",98,,"Length Overall (LOA)",129.58,Meters,"Moulded Depth",12.40,Meters,"Moulded Breadth",20.60,Meters,8813.00,"Gross Register Tonnage (GRT)",5593.00,"Kilowatts (kW)",12563.83m³,,,
430,China,"RUN DA 607",,(ZHE)CHUANDENG(JI)(2020)FT-200144,,Zhoushan,,8778768,,BZ3VJ,412420648,"C: 441201647  Satelite-based Telephony:17498505111","Hand liner vessels (LH)",42,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",53.07,Meters,,6.00,Meters,"Moulded Breadth",8.60,Meters,732.00,"Gross Register Tonnage (GRT)",993.00,"Kilowatts (kW)",516.92m³,35,Ice,"Tons / Day"
1508,China,"RUN DA 610",,(ZHE)CHUANDENG(JI)(2020)FT-200137,,Zhoushan,,8778782,,BZ5VJ,412420677,"C-441216981              Satelite-based telephony-17498530095","Hand liner vessels (LH)",40,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",53.07,Meters,,6.00,Meters,"Moulded Breadth",8.60,Meters,731.00,"Gross Register Tonnage (GRT)",993.00,"Kilowatts (kW)",516.92m³,,,
1554,China,"RUNDA  18",,(ZHE)CHUANDENG(JI)(2023)FT-200047,,Zhoushan,,9858149,,BZUD5,412421113,"Satelite-based telephony  0086-17498500325","Hand liner vessels (LH)",30,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",54.06,Meters,"Moulded Depth",4.20,Meters,"Moulded Breadth",8.50,Meters,725.00,"Gross Tonnage (GT)",1000.00,"Kilowatts (kW)",780.14m³,,,
1555,China,"RUNDA  216",,(ZHE)CHUANDENG(JI)(2024)FT-200197,,Zhoushan,,9902952,,BZUU9,412549121,"Satelite-based telephony  0086-17498500759","Hand liner vessels (LH)",32,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",59.96,Meters,"Moulded Depth",6.20,Meters,"Moulded Breadth",9.80,Meters,1013.00,"Gross Tonnage (GT)",1471.00,"Kilowatts (kW)",940.40m³,,,
1550,China,"RUNDA  603",,(ZHE)CHUANDENG(JI)(2023)FT-200135,,Zhoushan,,9866603,,BZUD6,412421108,"Satelite-based telephony:0086-17498500917","Hand liner vessels (LH)",32,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",67.07,Meters,"Moulded Depth",6.95,Meters,"Moulded Breadth",11.00,Meters,1363.00,"Gross Tonnage (GT)",1750.00,"Kilowatts (kW)",1422.70m³,,,
1551,China,"RUNDA  613",,(ZHE)CHUANDENG(JI)(2023)FT-200048,,Zhoushan,,9891529,,BZVH2,412549054,"Satelite-based telephony  0086-17498503991","Hand liner vessels (LH)",32,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",62.45,Meters,"Moulded Depth",6.20,Meters,"Moulded Breadth",10.00,Meters,1096.00,"Gross Tonnage (GT)",1471.00,"Kilowatts (kW)",903.90m³,,,
1553,China,"RUNDA  806",,(ZHE)CHUANDENG(JI)(2022)FT-200127,,Zhoushan,,9838981,,BZW8M,412421085,"Satelite-based telephony  0086-17498500048","Hand liner vessels (LH)",30,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",52.56,Meters,"Moulded Depth",4.20,Meters,"Moulded Breadth",8.50,Meters,732.00,"Gross Tonnage (GT)",698.00,"Kilowatts (kW)",777.20m³,,,
1548,China,"RUNDA 601",,(ZHE)CHUANDENG(JI)(2019)FT-200136,,Zhoushan,,8777221,,BZ2VB,412420278,"Satelite-based telephony:0086-17498501543","Hand liner vessels (LH)",30,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",44.98,Meters,"Moulded Depth",3.80,Meters,"Moulded Breadth",8.00,Meters,482.00,"Gross Tonnage (GT)",698.00,"Kilowatts (kW)",345.90m³,,,
1549,China,"RUNDA 602",,(ZHE)CHUANDENG(JI)(2019)FT-200137,,Zhoushan,,8777245,,BZ3VB,412420279,"Satelite-based telephony：0086-17498501535","Hand liner vessels (LH)",30,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",44.98,Meters,"Moulded Depth",3.80,Meters,"Moulded Breadth",8.00,Meters,482.00,"Gross Tonnage (GT)",698.00,"Kilowatts (kW)",345.90m³,,,
412,China,"RUNDA 605",Unknown,(ZHE)CHUANDENG(JI)(2022)FT-200085,,Zhoushan,,8777570,,BZ1VJ,412420578,"Satelite-based Telephony: 0086-10-53400024","Hand liner vessels (LH)",28,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",53.07,Meters,,6.00,Meters,"Moulded Breadth",8.60,Meters,736.00,"Gross Register Tonnage (GRT)",1000.00,"Kilowatts (kW)",516.92m³,22,Ice,"Tons / Day"
1384,China,"RUNDA 618",,(ZHE)CHUANDENG(JI)(2021)FT-200104,,Zhoushan,,8777568,,BZ7VJ,412420581,"Satelite-based telephony -0086-17498504738","Hand liner vessels (LH)",30,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",53.07,Meters,,6.00,Meters,"Moulded Breadth",8.60,Meters,736.00,"Gross Tonnage (GT)",993.00,"Kilowatts (kW)",516.92m³,,,
1552,China,"RUNDA 677",,(ZHE)CHUANDENG(JI)(2020)FT-200125,,Zhoushan,,8777556,,BZ8VJ,412420652,"Satelite-based telephony  0086-17498503252","Hand liner vessels (LH)",30,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",53.45,Meters,"Moulded Depth",6.00,Meters,"Moulded Breadth",8.60,Meters,732.00,"Gross Tonnage (GT)",698.00,"Kilowatts (kW)",516.92m³,,,
429,China,RUNDA9,,"(LU)CHUAN DENG(JI) (2022)FT-200131",,Shidao,,8776289,,BBEJ9,412328763,"C: 441220120  telephone: 00870773253652","Hand liner vessels (LH)",38,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",67.68,Meters,,7.00,Meters,"Moulded Breadth",11.30,Meters,1491.00,"Gross Register Tonnage (GRT)",1760.00,"Kilowatts (kW)",1799.01m³,120,Ice,"Tons / Day"
1656,China,"SHEN GANG SHUN 6",,"(YUE SHEN)CHUAN DENG (JI)(2019)FT-200013",,,,9814985,,BZW1C,412465014,"Satelite-based telephony881677735191","Hand liner vessels (LH)",30,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",67.07,Meters,"Moulded Depth",6.95,Meters,"Moulded Breadth",11.00,Meters,1315.00,"Gross Register Tonnage (GRT)",2000.00,"Kilowatts (kW)",1465.15m³,,,
1657,China,"SHEN GANG SHUN 8",,"(YUE SHEN)CHUAN DENG (JI)(2019)FT-200014",,,,9814997,,BZW2C,412465012,"Satelite-based telephony  881677735193","Hand liner vessels (LH)",27,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",67.07,Meters,"Moulded Depth",6.95,Meters,"Moulded Breadth",11.00,Meters,1315.00,"Gross Register Tonnage (GRT)",2000.00,"Kilowatts (kW)",1465.15m³,,,
706,China,"SHUN HANG 6",,"(ZHE)CHUAN  DENG (JI)(2023)FT-200201",,Zhoushan,,8776588,,BZV5M,412420659,"C: 494602199  Satelite-based Telephony: 17498500485","Stick-held dip netters (NS), Hand liner vessels (LH)",58,"Stick-held dip net (SHDN), Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",71.01,Meters,,7.30,Meters,"Moulded Breadth",11.80,Meters,1587.00,"Gross Register Tonnage (GRT)",2100.00,"Kilowatts (kW)",1606.80m³,90,Ice,"Tons / Day"
707,China,"SHUN HANG 7",,"(ZHE)CHUAN  DENG (JI)(2024)FT-200032",,Zhoushan,,8776033,,BZU4N,412420938,"C: 441201621  Satelite-based Telephony: 17498503931","Stick-held dip netters (NS), Hand liner vessels (LH)",70,"Stick-held dip net (SHDN), Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",71.01,Meters,,7.50,Meters,"Moulded Breadth",11.80,Meters,1598.00,"Gross Register Tonnage (GRT)",2100.00,"Kilowatts (kW)",1709.40m³,90,Ice,"Tons / Day"
708,China,"SHUN HANG 8",,"(ZHE)CHUAN  DENG (JI)(2023)FT-200202",,Zhoushan,,8776021,,BZV6M,412420909,"C: 494602159    Satelite-based Telephony: 17498503667","Stick-held dip netters (NS), Hand liner vessels (LH)",70,"Stick-held dip net (SHDN), Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",71.01,Meters,,7.50,Meters,"Moulded Breadth",11.80,Meters,1596.00,"Gross Register Tonnage (GRT)",2100.00,"Kilowatts (kW)",1707.00m³,90,Ice,"Tons / Day"
451,China,"SHUN XING 18",,(ZHE)CHUANDENG(JI)(2023)FT-200065,,Zhoushan,,8778598,,BZU6P,412420948,"C: 441201820  F: 870761123470  Satelite-based Telephony:telephone:  17498500097","Hand liner vessels (LH)",45,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",59.67,Meters,"Moulded Depth",6.20,Meters,"Moulded Breadth",9.80,Meters,946.00,"Gross Register Tonnage (GRT)",1471.00,"Kilowatts (kW)",1010.42m³,50,Ice,"Tons / Day"
1489,China,"SHUN ZE 58","LUWEIYUANYU 919",(ZHE)CHUANDENG(JI)(2023)FT-200147,,Zhoushan,,8775807,,BBIR5,412421177,"Satelite-based telephony-17498501470","Hand liner vessels (LH)",40,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",65.79,Meters,,6.95,Meters,"Moulded Breadth",11.00,Meters,1300.00,"Gross Register Tonnage (GRT)",1750.00,"Kilowatts (kW)",1226.06m³,,,
1594,China,"SHUN ZE 75","LU WEI YUAN YU909","(ZHE)CHUAN DENG(JI)(2023)FT-200112",,Zhoushan,,8775792,,BBIR4,412421178,"Satelite-based telephony  17498503115","Hand liner vessels (LH)",40,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",65.94,Meters,"Moulded Depth",6.95,Meters,"Moulded Breadth",11.00,Meters,1300.00,"Gross Register Tonnage (GRT)",1750.00,"Kilowatts (kW)",1226.06m³,,,
1598,China,"SHUN ZE 801",,(ZHE)CHUANDENG(JI)(2024)FT-200272,,Zhoushan,,9872004,,BZUJ6,412421141,"Satelite-based telephony  17498550102","Hand liner vessels (LH)",30,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",54.06,Meters,"Moulded Depth",4.20,Meters,"Moulded Breadth",8.50,Meters,725.00,"Gross Register Tonnage (GRT)",1000.00,"Kilowatts (kW)",754.42m³,,,
1599,China,"SHUN ZE 805","PU YUAN 825","(ZHE)CHUAN DENG(JI)(2024)FT-200288",,Zhoushan,,8779994,,BZ4VO,412549176,"Satelite-based telephony  17498503900","Hand liner vessels (LH)",40,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",44.98,Meters,"Moulded Depth",3.80,Meters,"Moulded Breadth",8.00,Meters,496.00,"Gross Register Tonnage (GRT)",735.00,"Kilowatts (kW)",463.03m³,,,
1600,China,"SHUN ZE 806",,(ZHE)CHUANDENG(JI)(2023)FT-200129,,Zhoushan,,9866914,,BZUJ7,412421142,"Satelite-based telephony  17498504909","Hand liner vessels (LH)",37,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",53.00,Meters,"Moulded Depth",4.20,Meters,"Moulded Breadth",8.50,Meters,728.00,"Gross Register Tonnage (GRT)",1000.00,"Kilowatts (kW)",674.35m³,,,
1613,China,"SHUN ZE 807","HAI DE LI 706","(ZHE)CHUAN DENG(JI)(2024)FT-200267",,Zhoushan,,8524430,,BZW9P,412549244,"Satelite-based telephony17498501106","Hand liner vessels (LH)",35,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",52.56,Meters,"Moulded Depth",4.20,Meters,"Moulded Breadth",8.50,Meters,713.00,"Gross Register Tonnage (GRT)",1000.00,"Kilowatts (kW)",633.96m³,,,
1800,China,"SHUN ZE 815","NING TAI 3",(ZHE)CHUANDENG(JI)(2024)FT-200157,(ZHE)CHUANDENG(JI)(2022)FT-200208,Zhoushan,,8780369,,BZ8VR,412420697,"Ｃ441200956  Satelite-based telephony17498501459","Hand liner vessels (LH)",40,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",44.98,Meters,"Moulded Depth",3.80,Meters,"Moulded Breadth",8.00,Meters,496.00,"Gross Register Tonnage (GRT)",662.00,"Kilowatts (kW)",463.03m³,,,
1601,China,"SHUN ZE 98",,"(ZHE)CHUAN DENG(JI)(2023)FT-200113",,Zhoushan,,9866885,,BZUJ8,412421143,"Satelite-based telephony  17498540197  C：441221237","Hand liner vessels (LH)",40,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",54.06,Meters,"Moulded Depth",4.20,Meters,"Moulded Breadth",8.50,Meters,725.00,"Gross Register Tonnage (GRT)",1000.00,"Kilowatts (kW)",647.82m³,,,
1882,China,"SHUN ZHOU 811",,(ZHE)CHUANDENG(JI)(2022)FT-200118,,Zhoushan,,8780319,,BZ6VV,412422352,"Ｃ441200369  Satelite-based telephony17497023482","Hand liner vessels (LH)",35,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",44.98,Meters,"Moulded Depth",3.98,Meters,"Moulded Breadth",8.00,Meters,484.00,"Gross Register Tonnage (GRT)",735.00,"Kilowatts (kW)",355.90m³,,,
1075,China,"SHUN ZHOU 815",,"(ZHE)CHUAN  DENG (JI)(2022)FT-200119",,Zhoushan,,9834806,,BZV4X,412420987,"Satelite-based Telephony: 17498504129","Hand liner vessels (LH)",35,"Handlines and hand-operated pole-and-lines (LHP)","Length Between Perpendiculars (LPP)",55.22,Meters,,4.30,Meters,"Moulded Breadth",8.50,Meters,672.00,"Gross Register Tonnage (GRT)",1000.00,"Kilowatts (kW)",591.70m³,35,Ice,"Tons / Day"
1881,China,"SHUN ZHOU 817",,(ZHE)CHUANDENG(JI)(2022)FT-200120,,Zhoushan,,8776538,,BZV1O,412420922,"Ｃ441221178  Satelite-based telephony17498503695","Hand liner vessels (LH)",35,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",44.98,Meters,"Moulded Depth",3.98,Meters,"Moulded Breadth",8.00,Meters,487.00,"Gross Register Tonnage (GRT)",735.00,"Kilowatts (kW)",355.90m³,,,
715,China,SHUNHANG1,"LU PENG YUAN YU 088",(ZHE)CHUANDENG(JI)(2024)FT-200058,,Zhoushan,,8775704,,BZSG3,412331147,"C: 441302248  Satelite-based Telephony: 17498506212","Stick-held dip netters (NS), Hand liner vessels (LH)",60,"Stick-held dip net (SHDN), Handlines and hand-operated pole-and-lines (LHP)","Registered Length",69.90,Meters,,7.40,Meters,"Moulded Breadth",11.30,Meters,1408.00,"Gross Register Tonnage (GRT)",2100.00,"Kilowatts (kW)",1765.00m³,150,Ice,"Tons / Day"
814,China,SHUNHANG79,LUPENGYUANYU018,(ZHE)CHUANDENG(JI)(2024)FT-200060,,Zhoushan,,8775625,,BZSD3,412329635,"C: 441220555  Satelite-based Telephony: 17498506219","Stick-held dip netters (NS), Hand liner vessels (LH)",60,"Stick-held dip net (SHDN), Handlines and hand-operated pole-and-lines (LHP)","Registered Length",69.90,Meters,,7.40,Meters,"Moulded Breadth",11.30,Meters,1408.00,"Gross Register Tonnage (GRT)",1912.00,"Kilowatts (kW)",1765.00m³,150,Ice,"Tons / Day"
813,China,SHUNHANG9,LUPENGYUANYU017,(ZHE)CHUANDENG(JI)(2024)FT-200059,,Zhoushan,,8775613,,BZSD2,412329634,"C: 441220552    Satelite-based Telephony: 17498506216","Stick-held dip netters (NS), Hand liner vessels (LH)",60,"Stick-held dip net (SHDN), Handlines and hand-operated pole-and-lines (LHP)","Registered Length",69.90,Meters,,7.40,Meters,"Moulded Breadth",11.30,Meters,1408.00,"Gross Register Tonnage (GRT)",1912.00,"Kilowatts (kW)",1765.00m³,150,Ice,"Tons / Day"
1539,China,SHUNZE27,"CHANG TAI 807",(ZHE)CHUANDENG(JI)(2023)FT-200212,,Zhoushan,,8775429,,BZ1VZ,412354058,17497018211,"Hand liner vessels (LH)",37,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",44.98,Meters,"Moulded Depth",4.00,Meters,"Moulded Breadth",8.00,Meters,465.00,"Gross Tonnage (GT)",662.00,"Kilowatts (kW)",337.89m³,,,
1627,China,SHUNZE6,"JU LONG JIA YA 33","(ZHE)CHUAN  DENG (JI)(2025)FT-200066",,Zhoushan,,9909493,,BZU3X,412549161,"Ｃ441221419  Satelite-based telephony017497001157","Hand liner vessels (LH)",37,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",62.45,Meters,"Moulded Depth",6.20,Meters,"Moulded Breadth",10.00,Meters,1096.00,"Gross Register Tonnage (GRT)",1471.00,"Kilowatts (kW)",669.93m³,,,
1626,China,SHUNZE77,"JU LONG JIA YA 32","(ZHE)CHUAN  DENG (JI)(2025)FT-200067",,Zhoushan,,9909467,,BZU2X,412549159,"Ｃ:441221424  Satelite-based telephony017498503458","Hand liner vessels (LH)",39,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",62.45,Meters,"Moulded Depth",6.20,Meters,"Moulded Breadth",10.00,Meters,1096.00,"Gross Register Tonnage (GRT)",1471.00,"Kilowatts (kW)",669.93m³,,,
1628,China,SHUNZE811,"JU LONG JIA YA 34","(ZHE)CHUAN  DENG (JI)(2024)FT-200289",,Zhoushan,,9909508,,BZU4X,412549162,"Ｃ441221420  Satelite-based telephony017498500626","Hand liner vessels (LH)",37,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",62.45,Meters,"Moulded Depth",6.20,Meters,"Moulded Breadth",10.00,Meters,1096.00,"Gross Register Tonnage (GRT)",1471.00,"Kilowatts (kW)",669.93m³,,,
1629,China,SHUNZE85,"JU LONG JIA YA 31","(ZHE)CHUAN  DENG (JI)(2025)FT-200068",,Zhoushan,,9909455,,BZU1X,412549158,"Ｃ441221418    Satelite-based telephony017498503397","Hand liner vessels (LH)",39,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",62.45,Meters,"Moulded Depth",6.20,Meters,"Moulded Breadth",10.00,Meters,1096.00,"Gross Register Tonnage (GRT)",1471.00,"Kilowatts (kW)",669.93m³,,,
1683,China,SHUNZE86,,"(ZHE)CHUAN  DENG (JI)(2024)FT-200066",,Zhoushan,,9870501,,BZUK2,412421145,"Satelite-based telephony17498501172","Hand liner vessels (LH)",46,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",67.07,Meters,"Moulded Depth",6.95,Meters,"Moulded Breadth",11.00,Meters,1357.00,"Gross Register Tonnage (GRT)",1750.00,"Kilowatts (kW)",1448.00m³,,,
827,China,SHUNZE868,"PU YUAN 806","(ZHE)CHUANDENG (JI)(2023)FT-200140",,Zhoushan,,8779982,,BZ3VA,412420245,"C: 441202760  Satelite-based Telephony: 17498501150/17498500261","Hand liner vessels (LH)",38,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",44.98,Meters,,3.80,Meters,"Moulded Breadth",8.00,Meters,495.00,"Gross Register Tonnage (GRT)",750.00,"Kilowatts (kW)",332.26m³,26,Ice,"Tons / Day"
1887,China,SHUNZELENGYUN5,"JIN ZHOU",(ZHE)CHUANDENG(JI)(2022)FT-200211,,Zhoushan,,9844514,,BZW5N,412421088,"Ｃ441202416  Satelite-based telephony  17498501071","FISH CARRIERS AND REEFERS (FO)",62,,"Length Overall (LOA)",125.90,Meters,"Moulded Depth",11.80,Meters,"Moulded Breadth",21.50,Meters,7931.00,"Gross Register Tonnage (GRT)",5220.00,"Kilowatts (kW)",12380.84m³,,,
1805,China,SONGHANG,,(HU)CHUANDENG(QUAN)(2018)YY-200001,,Shanghai,,9784207,,BZW4Q,412371227,C:412371227,"FISHERY RESEARCH VESSELS (ZO)",60,,"Length Overall (LOA)",85.00,Meters,"Moulded Depth",5.38,Meters,"Moulded Breadth",14.96,Meters,3166.00,"Gross Tonnage (GT)",,,,,,
616,China,"TAIXING 1",,(YUE)CHUANDENG(JI)(2024)FT-200017,,Guangzhou,,8776485,,BZTV5,412326887,"C: 441219942  Satelite-based Telephony: 00870-773202095","Hand liner vessels (LH)",35,"Handlines and hand-operated pole-and-lines (LHP)","Registered Length",67.68,Meters,,7.00,Meters,"Moulded Breadth",11.30,Meters,1491.00,"Gross Register Tonnage (GRT)",1470.00,"Kilowatts (kW)",2115.00m³,80,Ice,"Tons / Day"
602,China,"TIAN XIANG 57",,(JIN)CHUANDENG(JI)(2023)FT-200004,,Tianjin,,8668896,,BZTV7,412300377,"C: 441220588  Satelite-based Telephony:  17498504051","Stick-held dip netters (NS), Hand liner vessels (LH)",60,"Stick-held dip net (SHDN), Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",69.29,Meters,,7.30,Meters,"Moulded Breadth",11.80,Meters,1596.00,"Gross Register Tonnage (GRT)",1912.00,"Kilowatts (kW)",1785.00m³,120,Ice,"Tons / Day"
603,China,"TIAN XIANG 58",,(JIN)CHUANDENG(JI)(2023)FT-200003,,Tianjin,,8668901,,BZTV8,412300376,"C: 441220589  Satelite-based Telephony: 17498503760","Stick-held dip netters (NS), Hand liner vessels (LH)",60,"Stick-held dip net (SHDN), Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",69.29,Meters,,7.30,Meters,"Moulded Breadth",11.80,Meters,1596.00,"Gross Register Tonnage (GRT)",1912.00,"Kilowatts (kW)",1785.00m³,120,Ice,"Tons / Day"
1697,China,"WAN XIN 76",,"(ZHE)CHUAN  DENG (JI)(2025)FT-200015",,Zhoushan,,9910727,,BZ9UG,412549215,"Ｃ441301474    Satelite-based telephony17498500768","Hand liner vessels (LH)",36,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",59.51,Meters,"Moulded Depth",6.05,Meters,"Moulded Breadth",10.00,Meters,994.00,"Gross Register Tonnage (GRT)",1471.00,"Kilowatts (kW)",1031.10m³,,,
1698,China,WANXIN32,,"(ZHE)CHUANDENG (JI)(2020)FT-200099(bu)",,Zhoushan,,8782599,,BZV6U,412420968,"Ｃ441202041  Satelite-based telephony17498503843","Hand liner vessels (LH)",36,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",51.43,Meters,"Moulded Depth",6.30,Meters,"Moulded Breadth",8.20,Meters,709.00,"Gross Register Tonnage (GRT)",1000.00,"Kilowatts (kW)",635.24m³,,,
